PMID,Year,DOI,PMC,Title,Status,Route,Attempts,Error,PDFPath
23934452,2013,10.4318/tjg.2013.0780,,Are we expecting too much from the diffusion-weighted MRI?,pending,,0,,
23934463,2013,10.4318/tjg.2013.0660,,The value of diffusion-weighted magnetic resonance imaging in the differential diagnosis in diffuse bowel wall thickening.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
23934972,2014,10.1002/ijc.28429,PMC7706351,STAT3 inhibition sensitizes colorectal cancer to chemoradiotherapy in vitro and in vivo.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_23934972.pdf
23934989,2014,10.1002/ijc.28430,,Measuring the health-related quality of life and sexual functioning of patients with rectal cancer: does type of treatment matter?,pending,,0,,
23935207,2013,10.1093/jjco/hyt115,,Neoadjuvant oxaliplatin and capecitabine and bevacizumab without radiotherapy for poor-risk rectal cancer: N-SOG 03 Phase II trial.,pending,,0,,
23936841,2013,10.1155/2013/740195,PMC3722900,"Diffusion-weighted magnetic resonance application in response prediction before, during, and after neoadjuvant radiochemotherapy in primary rectal cancer carcinoma.",pending,,0,,
23939848,2013,10.1002/bjs.9225,,Extent and completeness of mesorectal excision evaluated by postoperative magnetic resonance imaging.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_23939848.pdf
23942962,2013,10.1007/s00104-013-2498-8,,[Robotics-assisted laparoscopic colorectal resection].,pending,,0,,
23943283,2013,10.1007/s00384-013-1761-2,,Clinical implication of additional selective lateral lymph node excision in patients with locally advanced rectal cancer who underwent preoperative chemoradiotherapy.,pending,,0,,
23951828,2013,,,Detection of recurrent colorectal cancer by 18F-FDG PET/CT comparison with contrast enhanced CT scan.,pending,,0,,
23953231,2013,10.1016/j.ejso.2013.07.090,,Diffusion-weighted magnetic resonance for prediction of response after neoadjuvant chemoradiation therapy for locally advanced rectal cancer: preliminary results of a monoinstitutional prospective study.,pending,,0,,
23963871,2014,10.1245/s10434-013-3216-y,,Selective lateral pelvic lymph node dissection in patients with advanced low rectal cancer treated with preoperative chemoradiotherapy based on pretreatment imaging.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_23963871.pdf
23965127,2013,,,[Impact of anastomotic leakage on oncological outcomes after rectal cancer resection].,pending,,0,,
23965313,2013,,,[Circumferential resection margin in the modern treatment of rectal cancer].,pending,,0,,
23967173,2013,10.1371/journal.pone.0071250,PMC3742779,Feasibility of image-guided radiotherapy for elderly patients with locally advanced rectal cancer.,pending,,0,,
23971451,2013,10.2214/AJR.12.10357,,MDCT and CT angiography evaluation of rectal bleeding: the role of volume visualization.,pending,,0,,
23971656,2013,10.4321/s1130-01082013000500003,,Quality of life assessment by applying EORTC questionnaires to rectal cancer patients after surgery and neoadjuvant and adjuvant treatment.,pending,,0,,
23973512,2013,10.1016/j.ejso.2013.08.004,,Analysis of outcome using a levator sparing technique of abdominoperineal excision of rectum and anus. Cylindrical ELAPE is not necessary in all patients.,pending,,0,,
23979104,2013,10.1007/s00330-013-2984-x,,Prognostic aspects of DCE-MRI in recurrent rectal cancer.,pending,,0,,
23982778,2013,10.1007/s00268-013-2193-4,,Outcomes of asymptomatic anastomotic leaks found on routine postoperative water-soluble enema following anterior resection for cancer.,pending,,0,,
23983475,2013,10.2147/OTT.S34869,PMC3747849,Future directions in combined modality therapy for rectal cancer: reevaluating the role of total mesorectal excision after chemoradiotherapy.,pending,,0,,
23993061,2013,10.1016/j.canrad.2013.06.032,,[Guidelines for delineation of pelvic lymph nodes in anal cancer treatment].,pending,,0,,
23997939,2013,10.3978/j.issn.2078-6891.2013.037,PMC3712302,The status of targeted agents in the setting of neoadjuvant radiation therapy in locally advanced rectal cancers.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24002079,2014,10.1097/RLI.0b013e3182a3459b,,Magnetization transfer ratio: a potential biomarker for the assessment of postradiation fibrosis in patients with rectal cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24002537,2014,10.1245/s10434-013-3236-7,,MRI-based treatment of rectal cancer: is prognostication of the recurrence risk solid enough to render radiation redundant?,pending,,0,,
24002915,2014,10.1007/s00464-013-3153-7,,Real-time optical diagnosis for surgical margin in low rectal cancer using multiphoton microscopy.,pending,,0,,
24002918,2014,10.1007/s00464-013-3166-2,,Quality-of-life impairment after endoluminal locoregional resection and laparoscopic total mesorectal excision.,pending,,0,,
24003396,2013,10.4274/Mirt.43153,PMC3759308,Efficacy of high resolution magnetic resonance imaging in preoperative local staging of rectal cancer.,pending,,0,,
24005562,2014,10.1177/0284185113503154,,Assessment of aggressiveness of rectal cancer using 3-T MRI: correlation between the apparent diffusion coefficient as a potential imaging biomarker and histologic prognostic factors.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24005562.pdf
24011205,2013,,,[Adjuvant chemotherapy for patients with rectal cancer].,pending,,0,,
24011671,2013,10.1016/j.canrad.2013.06.041,,[Preoperative radiotherapy for rectal cancer: target volumes].,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24011671.pdf
24016824,2013,10.1016/j.ejrad.2013.08.007,,Apparent diffusion coefficient for discriminating metastatic from non-metastatic lymph nodes in primary rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24016824.pdf
24022531,2013,10.1097/DCR.0b013e31829f8cd5,,Risk factors of poor functional results at 1-year after pseudocontinent perineal colostomy for ultralow rectal adenocarcinoma.,pending,,0,,
24025941,2013,10.1148/rg.335115170,,Patterns and signal intensity characteristics of pelvic recurrence of rectal cancer at MR imaging.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24026540,2013,10.1093/annonc/mdt368,,Unexpected toxicity of cetuximab combined with conventional chemoradiotherapy in patients with locally advanced anal cancer: results of the UNICANCER ACCORD 16 phase II trial.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24026540.pdf
24043578,2014,10.1007/s10151-013-1048-1,,Safety and factors contributing to the difficulty of laparoscopic surgery for rectal cancer treated with preoperative chemoradiotherapy.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24043578.pdf
24051676,2014,10.1007/s00330-013-3016-6,,Performance of gadofosveset-enhanced MRI for staging rectal cancer nodes: can the initial promising results be reproduced?,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24052311,2013,10.1259/bjr.20130334,PMC3830434,Acute effects of pelvic irradiation on the adult uterus revealed by dynamic contrast-enhanced MRI.,pending,,0,,
24057070,2013,10.1007/s00464-013-3092-3,,Sphincter-sparing surgery for adenocarcinoma of the distal 3 cm of the true rectum: results after neoadjuvant therapy and minimally invasive radical surgery or local excision.,pending,,0,,
24068404,2013,,,Microanatomic aspects of arterial blood supply in rectal carcinomas--predictive models.,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
24072381,2014,10.1007/s00261-013-0032-6,,MRI of anal cancer: assessing response to definitive chemoradiotherapy.,pending,,0,,
24074924,2013,10.1016/j.ijrobp.2013.06.2052,,MRI predictive factors for tumor response in rectal cancer following neoadjuvant chemoradiation therapy--implications for induction chemotherapy?,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24074924.pdf
24096756,2014,10.1097/SLA.0000000000000225,,Differences in circumferential resection margin involvement after abdominoperineal excision and low anterior resection no longer significant.,pending,,0,,
24100063,2014,10.5152/dir.2013.13275,PMC4463301,Correlation of minimum apparent diffusion coefficient with maximum standardized uptake on fluorodeoxyglucose PET-CT in patients with rectal adenocarcinoma.,pending,,0,,
24104998,2013,10.1097/DCR.0b013e3182a53568,,High-resolution anoscopy: clinical features of anal intraepithelial neoplasia in HIV-positive men.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24104998.pdf
24105001,2013,10.1097/DCR.0b013e3182a26bfd,,Colonoscopy following nonoperative management of uncomplicated diverticulitis may not be warranted.,pending,,0,,
24107808,2013,10.1097/RLU.0b013e3182a20153,,Proposal of a new 18F-FDG PET/CT predictor of response in rectal cancer treated by neoadjuvant chemoradiation therapy and comparison with PERCIST criteria.,pending,,0,,
24112666,2014,10.1016/j.amjsurg.2013.07.022,,Metastatic lymph node ratio in stage III rectal carcinoma is a valuable prognostic factor even with less than 12 lymph nodes retrieved: a prospective study.,pending,,0,,
24119076,2014,10.1111/codi.12439,,The prognostic value of tumour regression grade following neoadjuvant chemoradiation therapy for rectal cancer.,pending,,0,,
24119259,2014,10.1111/codi.12451,,"Abdominal computed tomography, colonography and radiation exposure: what the surgeon needs to know.",pending,,0,,
24127172,2014,10.1002/jmri.24337,,Repeatability of diffusion-weighted imaging in rectal cancer.,pending,,0,,
24127204,2014,10.1002/jmri.24385,,Dynamic contrast enhanced-MRI in rectal cancer: Inter- and intraobserver reproducibility and the effect of slice selection on pharmacokinetic analysis.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24127411,2014,10.1002/jmri.24301,,Rectal cancer: dynamic contrast-enhanced MRI correlates with lymph node status and epidermal growth factor receptor expression.,pending,,0,,
24128896,2013,10.1097/MNM.0000000000000002,PMC3815117,Voxel-based dual-time 18F-FDG parametric imaging for rectal cancer: differentiation of residual tumor from postchemoradiotherapy changes.,pending,,0,,
24138801,2013,10.1186/1476-4598-12-121,PMC3819675,¹H NMR-based metabolic profiling of human rectal cancer tissue.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24138801.pdf
24146338,2013,10.1007/s11605-013-2350-y,,Lesions originating within the retrorectal space: a diverse group requiring individualized evaluation and surgery.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24146338.pdf
24147468,2013,10.2214/AJR.12.9657,,Prediction of lymphovascular invasion in rectal cancer by preoperative CT.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24147468.pdf
24147499,2013,10.2214/AJR.12.9698,PMC4046635,PET with 62Cu-ATSM and 62Cu-PTSM is a useful imaging tool for hypoxia and perfusion in pulmonary lesions.,pending,,0,,
24148256,2014,10.1111/codi.12467,,Neutrophil:lymphocyte ratio as a simple and novel biomarker for prediction of locoregional recurrence after chemoradiotherapy for squamous cell carcinoma of the anus.,pending,,0,,
24159403,2013,10.1155/2013/794642,PMC3789283,Multifocal extranodal involvement of diffuse large B-cell lymphoma.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24159403.pdf
24159637,2013,10.12968/hmed.2013.74.7.377,,LOREC: the English Low Rectal Cancer National Development Programme.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24159637.pdf
24159638,2013,10.12968/hmed.2013.74.7.381,,Extra-levator abdomino-perineal excision in advanced low rectal cancer surgery.,pending,,0,,
24161422,2013,10.1016/j.ijrobp.2013.09.017,,Impact of chemotherapy on normal tissue complication probability models of acute hematologic toxicity in patients receiving pelvic intensity modulated radiation therapy.,pending,,0,,
24164749,2013,10.1111/codi.12435,,The importance of not overstaging mesorectal lymph nodes seen on MRI.,pending,,0,,
24165955,2014,10.1002/jso.23478,,Lateral pelvic lymph node dissection can be omitted in lower rectal cancer in which the longest lateral pelvic and perirectal lymph node is less than 5 mm on MRI.,pending,,0,,
24172167,2014,10.1177/1553350613507145,,Development and clinical implementation of a hemostatic balloon device for rectal cancer surgery.,done,scihub:doi,3,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24172167.pdf
24175790,2013,10.7314/apjcp.2013.14.9.5141,,Outcomes of local excision for early rectal cancer: a 6-year experience from the largest university hospital in Thailand.,pending,,0,,
24178945,2014,10.1007/s10151-013-1079-7,,Extralevator abdominoperineal excision of the rectum in patients with previous prostatectomy.,pending,,0,,
24183379,2014,10.1016/j.ejca.2013.06.048,,EURECCA colorectal: multidisciplinary management: European consensus conference colon & rectum.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24183379.pdf
24183502,2013,10.1016/j.canrad.2013.06.043,,Challenges in the neoadjuvant treatment of rectal cancer: balancing the risk of recurrence and quality of life.,pending,,0,,
24188746,2013,10.1186/1748-717X-8-258,PMC3827873,Comparison of two preoperative chemoradiotherapy regimens for locally advanced rectal cancer: capecitabine alone versus capecitabine plus irinotecan.,pending,,0,,
24192263,2013,10.1111/codi.12295,,A systematic review of the predictive value of 18F-fluoro-2-deoxyglucose positron emission tomography on survival in locally advanced rectal cancer after neoadjuvant chemoradiation.,pending,,0,,
24211122,2014,10.1016/j.brachy.2013.09.006,,Dosimetric and clinical outcome in image-based high-dose-rate interstitial brachytherapy for anal cancer.,pending,,0,,
24215844,2014,10.1016/j.ejca.2013.10.009,,Occurrence and survival of synchronous pulmonary metastases in colorectal cancer: a nationwide cohort study.,pending,,0,,
24238134,2014,10.1016/j.mric.2013.07.007,,Magnetic resonance imaging of rectal and anal cancer.,pending,,0,,
24239243,2014,10.1016/j.radonc.2013.10.026,,Preoperative intensity-modulated and image-guided radiotherapy with a simultaneous integrated boost in locally advanced rectal cancer: report on late toxicity and outcome.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24239243.pdf
24260048,2013,10.3892/ol.2013.1596,PMC3834548,Long-term survival without surgery following a complete response to pre-operative chemoradiotherapy for rectal cancer: A case series.,pending,,0,,
24265562,2013,10.3348/kjr.2013.14.6.878,PMC3835634,Perfusion parameters of dynamic contrast-enhanced magnetic resonance imaging in patients with rectal cancer: correlation with microvascular density and vascular endothelial growth factor expression.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24265562.pdf
24265772,2013,10.1371/journal.pone.0079453,PMC3827128,Development of a clinically-precise mouse model of rectal cancer.,pending,,0,,
24267315,2014,10.1111/codi.12501,,The English national low rectal cancer development programme: key messages and future perspectives.,pending,,0,,
24267977,2013,10.1186/1471-2482-13-S2-S56,PMC3851153,TEM in the treatment of recurrent rectal cancer in elderly.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24267977.pdf
24268789,2014,10.1016/j.ejrad.2013.10.029,,Clinical implication of negative conversion of predicted circumferential resection margin status after preoperative chemoradiotherapy for locally advanced rectal cancer.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24268789.pdf
24271159,2014,10.1245/s10434-013-3378-7,,An MRI-based assessment of standard and extralevator abdominoperineal excision specimens: time for a patient tailored approach?,pending,,0,,
24276776,2014,10.1200/JCO.2012.45.3258,,Preoperative magnetic resonance imaging assessment of circumferential resection margin predicts disease-free survival and local recurrence: 5-year follow-up results of the MERCURY study.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24276776.pdf
24286634,2014,10.1016/j.radonc.2013.10.024,,EURECCA consensus conference highlights about rectal cancer clinical management: the radiation oncologist's expert review.,pending,,0,,
24293967,2012,10.1007/s13193-012-0181-z,PMC3521550,Preoperative radiotherapy in carcinoma rectum.,pending,,0,,
24294512,2013,10.3978/j.issn.2078-6891.2013.021,PMC3819778,Mismatch repair protein expression in colorectal cancer.,pending,,0,,
24296752,2014,10.1038/ajg.2013.387,PMC3947255,In vivo diagnostic accuracy of high-resolution microendoscopy in differentiating neoplastic from non-neoplastic colorectal polyps: a prospective study.,pending,,0,,
24297037,2014,10.1007/s00384-013-1803-9,,The impact of visceral obesity on surgical outcomes of laparoscopic surgery for colon cancer.,pending,,0,,
24300352,2014,10.1097/RLU.0000000000000265,,Biological target volume overlapping segmentation system method for avoiding false-positive PET findings in assessing response to neoadjuvant chemoradiation therapy in rectal cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24300971,2014,10.1038/bjc.2013.603,PMC3887281,Extramural venous invasion is a potential imaging predictive biomarker of neoadjuvant treatment in rectal cancer.,pending,,0,,
24307571,2014,10.1002/jmri.24387,,Dynamic contrast-enhanced MRI to evaluate the therapeutic response to neoadjuvant chemoradiation therapy in locally advanced rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24307571.pdf
24307597,2014,10.1002/jmri.24398,,Extramural depth of tumor invasion at thin-section MR in rectal cancer: associating with prognostic factors and ADC value.,pending,,0,,
24307598,2014,10.1002/bjs.9355,,MRI-defined height of rectal tumours.,pending,,0,,
24311014,2014,10.1002/jmri.24366,,Value of diffusion-weighted and gadolinium-enhanced MRI for the diagnosis of pelvic recurrence from colorectal cancer.,pending,,0,,
24322736,2014,10.1007/s00384-013-1797-3,,Factors associated with lateral pelvic recurrence after curative resection following neoadjuvant chemoradiotherapy in rectal cancer patients.,pending,,0,,
24323182,2014,10.1007/s10620-013-2972-7,,Surveillance strategy for rectal neuroendocrine tumors according to recurrence risk stratification.,pending,,0,,
24326828,2014,10.1007/s10151-013-1099-3,,Mucinous carcinoma of the rectum: a distinct clinicopathological entity.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24326828.pdf
24334520,2013,10.1102/1470-7330.2013.0045,PMC3864228,The role of perfusion effects in monitoring of chemoradiotherapy of rectal carcinoma using diffusion-weighted imaging.,pending,,0,,
24334539,2013,10.1102/1470-7330.2013.0046,PMC3864219,Clinical application of multimodality imaging in radiotherapy treatment planning for rectal cancer.,pending,,0,,
24335567,2014,10.1097/RLU.0b013e318292f0f6,,Correlations between 18F-FDG PET/CT parameters and pathological findings in patients with rectal cancer.,pending,,0,,
24336115,2014,,,Clinical observation of 32P metabolic mode at the level of sub-target nuclides.,pending,,0,,
24367853,2013,,,The 'watch-and-wait' approach for rectal cancer: are outcomes improved with more limited T stage and routine use of MRI for staging?,pending,,0,,
24369398,2013,,,[Clinical value of MR diffusion weighted imaging in prediction of pathological complete response of rectal cancer after neoadjuvant therapy].,pending,,0,,
24373460,2014,10.1111/codi.12551,,Health-related quality of life after surgery for advanced and recurrent rectal cancer: a nationwide prospective study.,pending,,0,,
24373561,2014,10.1111/1751-2980.12124,,T staging of rectal cancer: accuracy of diffusion-weighted imaging compared with T2-weighted imaging on 3.0 tesla MRI.,pending,,0,,
24375387,2014,10.1002/jso.23550,,Relationship between histologic response and the degree of tumor shrinkage after chemoradiotherapy in patients with locally advanced rectal cancer.,pending,,0,,
24375840,2015,10.1002/jmri.24541,,Correlation of dynamic contrast-enhanced MRI perfusion parameters with angiogenesis and biologic aggressiveness of rectal cancer: Preliminary results.,pending,,0,,
24376924,2010,10.1016/j.rpor.2010.04.002,PMC3863208,Impact of neoadjuvant chemoradiation on pathologic response and survival of patients with locally advanced rectal cancer.,pending,,0,,
24377520,2013,10.7314/apjcp.2013.14.11.6293,,Pre-operative predictive factors for intra-operative pathological lymph node metastasis in rectal cancers.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24379566,2013,10.3748/wjg.v19.i46.8489,PMC3870494,Neo-adjuvant radiotherapy in rectal cancer.,pending,,0,,
24396496,2014,10.7150/jca.7987,PMC3881219,Current approaches and challenges for monitoring treatment response in colon and rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24396496.pdf
24396497,2014,10.7150/jca.7809,PMC3881220,Future directions for monitoring treatment response in colorectal cancer.,pending,,0,,
24403010,2014,10.1002/cam4.169,PMC3930395,Chemoradiotherapy response in recurrent rectal cancer.,pending,,0,,
24415852,2014,10.3748/wjg.v20.i1.1,PMC3885997,Advances in radiotherapy and targeted therapies for rectal cancer.,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
24416579,2013,10.1016/j.rpor.2013.08.005,PMC3863180,Current treatment of rectal cancer adapted to the individual patient.,pending,,0,,
24420736,2014,10.1007/s00384-013-1820-8,,"Incidence, risks and outcome of radiological leak following early contrast enema after anterior resection.",done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24420736.pdf
24432920,2014,10.2105/AJPH.2013.301572,PMC3953793,Geographic residency status and census tract socioeconomic status as determinants of colorectal cancer outcomes.,pending,,0,,
24439446,2014,10.1016/j.ejso.2013.10.029,,EURECCA consensus conference highlights about colon & rectal cancer multidisciplinary management: the radiology experts review.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24440086,2014,10.1016/j.ejca.2013.12.007,,Magnetic resonance imaging defined mucinous rectal carcinoma is an independent imaging biomarker for poor prognosis and poor response to preoperative chemoradiotherapy.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24446182,2014,10.1007/s13277-014-1633-6,,Correlation between genetic polymorphisms within IL-1B and TLR4 genes and cancer risk in a Russian population: a case-control study.,pending,,0,,
24447708,2014,10.1111/codi.12489,,A preliminary study of transcaecal ileostomy as an alternative to defunctioning ostomies.,pending,,0,,
24451474,2014,10.1097/SLA.0000000000000503,,The magnetic resonance imaging-based approach for identification of high-risk patients with upper rectal cancer.,pending,,0,,
24460263,2013,10.7314/apjcp.2013.14.12.7127,,RPSA gene mutants associated with risk of colorectal cancer among the chinese population.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24470062,2014,10.1007/s11605-014-2463-y,,Feasibility of single-port laparoscopic surgery for sigmoid colon and rectal cancers and preoperative assessment of operative difficulty.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24470062.pdf
24484935,2014,10.1186/1477-7819-12-26,PMC3912933,The role of 18F-fluorodeoxyglucose positron emission tomography/computed tomography in the primary staging of rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24484935.pdf
24488357,2014,10.1007/s00464-014-3444-7,,Integration of open and laparoscopic approaches for rectal cancer resection: oncologic and short-term outcomes.,pending,,0,,
24488545,2014,10.1007/s11912-013-0372-y,,Surgery for rectal cancer-what is on the horizon?,pending,,0,,
24496993,2014,10.1007/s00292-013-1880-0,,[Mesothelial proliferation in rectal cancer].,pending,,0,,
24497790,2014,10.3348/kjr.2014.15.1.37,PMC3909859,Accuracy of high-resolution MRI with lumen distention in rectal cancer staging and circumferential margin involvement prediction.,pending,,0,,
24501715,2013,10.3857/roj.2013.31.4.252,PMC3912241,Dosimetric evaluation of Tomotherapy and four-box field conformal radiotherapy in locally advanced rectal cancer.,pending,,0,,
24507994,2014,10.1016/j.jvir.2013.12.016,,Direct translumbar inferior vena cava ports for long-term central venous access in patients with cancer.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24509716,2014,10.1007/s10151-013-1113-9,,Predicting complete response to neoadjuvant CRT for distal rectal cancer using sequential PET/CT imaging.,pending,,0,,
24511597,2014,,,[Rectal cancer--a combination of MRT and PET allows accurate diagnosis of recurrence].,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
24531702,2014,10.1245/s10434-014-3538-4,,MRI and FDG-PET for assessment of response to neoadjuvant chemotherapy in locally advanced rectal cancer.,pending,,0,,
24532377,2014,10.1007/s12149-014-0809-x,,Predictive value of volumetric parameters measured by F-18 FDG PET/CT for lymph node status in patients with surgically resected rectal cancer.,pending,,0,,
24534363,2014,10.1016/j.ejso.2014.01.009,,Neo-adjuvant chemoradiotherapy and multivisceral resection to optimize R0 resection of locally recurrent adherent colon cancer.,pending,,0,,
24563189,2014,10.1007/s12029-014-9586-y,,Role of pelvic exenteration in the management of locally advanced primary and recurrent rectal cancer.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24563189.pdf
24570133,2014,10.1007/s00261-014-0103-3,,Rectal cancer in inflammatory bowel diseases: MR imaging findings.,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24581964,2014,10.1016/j.crad.2014.01.010,,The prognostic significance of MRI-detected extramural venous invasion in rectal carcinoma.,pending,,0,,
24587676,2014,10.3748/wjg.v20.i8.2014,PMC3934471,CT colonography in the diagnosis and management of colorectal cancer: emphasis on pre- and post-surgical evaluation.,pending,,0,,
24597352,2014,,,[Preoperative evaluation of laparoscopic surgery for colorectal cancer with a virtual three-dimensional multi-imaging].,pending,,0,,
24597365,2014,,,[Diagnosis and treatment for carcinoma associated with anal fistula].,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24602235,2014,10.1111/codi.12610,,Local control and survival after extralevator abdominoperineal excision for locally advanced or low rectal cancer.,pending,,0,,
24604580,2014,10.1245/s10434-014-3559-z,,Neoadjuvant chemoradiotherapy affects the indications for lateral pelvic node dissection in mid/low rectal cancer with clinically suspected lateral node involvement: a multicenter retrospective cohort study.,done,scihub:doi,1,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24604580.pdf
24606849,2014,10.1016/j.ijrobp.2013.12.028,PMC4028157,Five fractions of radiation therapy followed by 4 cycles of FOLFOX chemotherapy as preoperative treatment for rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24606849.pdf
24616572,2014,10.3748/wjg.v20.i8.2030,PMC3934473,Magnetic resonance imaging in rectal cancer: a surgeon's perspective.,pending,,0,,
24623152,2014,10.1007/s12149-014-0837-6,,18F-FDG PET predicts pathological response to preoperative chemoradiotherapy in patients with primary rectal cancer: a meta-analysis.,pending,,0,,
24625455,2014,10.1093/annonc/mdu104,,Review of current best practice and priorities for research in radiation oncology for elderly patients with cancer: the International Society of Geriatric Oncology (SIOG) task force.,pending,,0,,
24629807,2013,,PMC3926475,Treatment of lateral pelvic nodes metastases from rectal cancer: the future prospective.,not_found,scihub:title,3,scihub:title: 404/空响应（文献未收录）,
24633832,2014,10.1002/bjs.9413,,Preoperative assessment of retrorectal tumours.,pending,,0,,
24644380,2014,,PMC3957010,Interposition of ileal j-pouch for rectum reconstruction in dog.,pending,,0,,
24646719,2014,10.1016/j.ejrad.2014.02.007,,Rectal tumour volume (GTV) delineation using T2-weighted and diffusion-weighted MRI: Implications for radiotherapy planning.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24646719.pdf
24647108,2014,10.5582/bst.8.11,,Prediction of response to preoperative chemoradiotherapy in patients with locally advanced rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24647108.pdf
24649029,2013,10.3892/br.2013.134,PMC3917732,Association of methylenetetrahydrofolate reductase C677T and A1298C polymorphisms with colorectal cancer risk: A meta-analysis.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24649029.pdf
24651956,2014,10.1007/s00384-014-1846-6,,Circumferential resection margin (CRM) positivity after MRI assessment and adjuvant treatment in 189 patients undergoing rectal cancer resection.,pending,,0,,
24651959,2014,10.1007/s00384-014-1851-9,,Analysis of conversion factors in robotic-assisted rectal cancer surgery.,done,scihub:doi,3,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24651959.pdf
24659649,2014,,,What is the optimal treatment in clinical stage T3N0M0 rectal cancer?,pending,,0,,
24661656,2014,10.1016/j.ijrobp.2014.01.014,,Intraoperative radiation therapy reduces local recurrence rates in patients with microscopically involved circumferential resection margins after resection of locally advanced rectal cancer.,done,scihub:doi,2,,E:\writing-rag\直肠癌文献爬取\pdfs_merged\PMID_24661656.pdf
24662278,2014,10.1038/nrgastro.2014.41,,MRI for assessing and predicting response to neoadjuvant treatment in rectal cancer.,pending,,0,,
24663346,2014,10.1007/s00104-013-2669-7,,[Importance of FDG-PET/CT for surgery of rectal cancer].,pending,,0,,
