Batch,PMID,Year,DOI,PMC,Status,Title
b2,40319786,2025,10.1016/j.ejrad.2025.112152,PMC12117528,pending,Identifying baseline rectal MRI features as predictive indicators for local recurrence and metastatic disease in rectal cancer treated with surgical resection and neoadjuvant therapy or surgical resection alone.
b2,40316764,2025,10.1007/s00384-025-04875-0,PMC12048431,pending,Development of clinical inflammatory models to predict the efficacy of neoadjuvant chemoradiotherapy and survival in patients with locally advanced rectal cancer: a retrospective study.
b2,40302856,2025,10.23922/jarc.2024-085,PMC12035344,pending,Prediction of the Therapeutic Response to Neoadjuvant Chemotherapy for Rectal Cancer Using a Deep Learning Model.
b2,40301516,2025,10.1038/s41598-025-99029-1,PMC12041232,pending,Predicting lateral pelvic lymph node metastasis in rectal cancer patients using MRI radiomics: a multicenter retrospective study.
b2,40293535,2025,10.1007/s10029-025-03309-8,PMC12037428,pending,"Rectus abdominis muscle atrophy, prophylactic mesh, and stoma placement: retrospective findings from a prospective multicenter trial."
b2,40293520,2025,10.1007/s00261-025-04953-5,PMC12568919,pending,MRI radiomics prediction modelling for pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a systematic review and meta-analysis.
b2,40292002,2025,10.1055/s-0044-1787890,PMC12020633,pending,Colon Cancer and Pregnancy.
b2,40291865,2025,10.4240/wjgs.v17.i4.104020,PMC12019059,pending,Advancement of indocyanine green fluorescence imaging technology in laparoscopic surgery for rectal cancer.
b2,40291864,2025,10.4240/wjgs.v17.i4.104726,PMC12019048,pending,Role of pelvimetry in predicting surgical outcomes and morbidity in rectal cancer surgery: A retrospective analysis.
b2,40290690,2025,10.5306/wjco.v16.i4.99801,PMC12019264,pending,Is the use of a transanal drainage tube effective in treating anastomotic leakage for mid-low rectal cancer.
b2,40289234,2025,10.1038/s43856-025-00868-w,PMC12034819,pending,Serum metabolite levels identify incipient metastatic progression of rectal cancer.
b2,40282898,2025,10.3390/medicina61040606,PMC12029115,pending,The Impact of Aortic Calcification on Surgical Outcomes in Colorectal Cancer Patients: A Retrospective Analysis Focused on Anastomotic Leakage.
b2,40282470,2025,10.3390/cancers17081294,PMC12025494,pending,Dynamic Prediction of Rectal Cancer Relapse and Mortality Using a Landmarking-Based Machine Learning Model: A Multicenter Retrospective Study from the Italian Society of Surgical Oncology-Colorectal Cancer Network Collaborative Group.
b2,40282386,2025,10.3390/genes16040425,PMC12027447,pending,GONNMDA: A Ordered Message Passing GNN Approach for miRNA-Disease Association Prediction.
b2,40278711,2025,10.3390/tomography11040044,PMC12031397,pending,Radiomic Features of Mesorectal Fat as Indicators of Response in Rectal Cancer Patients Undergoing Neoadjuvant Therapy.
b2,40275508,2025,10.2340/1651-226X.2025.40680,PMC12041796,pending,Pre-treatment tumour PET metrics and clinical outcomes of anal cancer in patients living with and without HIV.
b2,40275157,2025,10.1186/s12245-025-00883-7,PMC12020005,pending,A rare case of upper gastrointestinal hemorrhage due to tuberculous lymphadenitis fistulized in the duodenum.
b2,40270949,2025,10.1016/j.ctro.2025.100948,PMC12017975,pending,Multidisciplinary approach to target volume delineation in locally recurrent rectal cancer: An explorative study.
b2,40260376,2025,10.3389/fphar.2025.1567217,PMC12009827,pending,"Citral protects against metabolic endotoxemia, and systemic disorders caused by high-fat diet-induced obesity via intestinal modulation."
b2,40260300,2025,10.3389/fonc.2025.1502014,PMC12009946,pending,Robotic-assisted colorectal surgery in colorectal cancer management: a narrative review of clinical efficacy and multidisciplinary integration.
b2,40257625,2025,10.1007/s00384-025-04890-1,PMC12011932,pending,Three-dimensional heterogeneity of smooth muscle fiber density anterior to the rectum in males: quantitative analysis with implications for transanal total mesorectal excision.
b2,40252124,2025,10.1007/s00432-025-06196-9,PMC12009234,pending,Diagnostic performance of node-RADS classification for primary lymph node assessment in rectal cancer: a modality benchmarking study.
b2,40249891,2025,10.1200/GO-24-00480,PMC12023300,pending,"Risk Model for Predicting Gaps in Surgical Oncology Care Among Patients With Stage I-III Rectal Cancer From KwaZulu-Natal, South Africa."
b2,40249104,2025,10.1093/bjr/tqaf087,PMC12659730,pending,MRI-based radiomics nomogram to predict complete response to definitive chemoradiation in patients with anal cancer.
b2,40239065,2025,10.1177/10732748251334454,PMC12035059,pending,Pretreatment MRI Parameters and Neutrophil-to-Lymphocyte Ratio Could Predict the Long-Term Prognosis of Locally Advanced Rectal Cancer Patients With Pathological Complete Response after Neoadjuvant Chemoradiotherapy.
b2,40235907,2025,10.4251/wjgo.v17.i4.102469,PMC11995326,pending,Precision medicine in the prediction of metachronous liver metastasis in rectal cancer: Applications and challenges.
b2,40235892,2025,10.4251/wjgo.v17.i4.102324,PMC11995344,pending,Radiomics and machine learning for predicting metachronous liver metastasis in rectal cancer.
b2,40231223,2025,10.1016/j.phro.2025.100757,PMC11994390,pending,Investigation of changes in planning target volume and regression probability of rectal boost using in-silico cone-beam computed tomography-guided online-adaptive radiotherapy.
b2,40230305,2025,10.3310/BTMT7049,PMC12010235,pending,Evaluation of prognostic models to improve prediction of metastasis in patients following potentially curative treatment for primary colorectal cancer: the PROSPECT trial.
b2,40221185,2025,10.1016/j.rcl.2024.11.002,PMC12925644,pending,MR Imaging of Anal Cancer.
b2,40218263,2025,10.3390/diagnostics15070913,PMC11989207,pending,"Assessment of Immunoscore, MRI Tumor Regression Grade, and Neoadjuvant Rectal Score in Predicting Pathologic Response in Locally Advanced Rectal Cancer in the Averectal Study."
b2,40204902,2025,10.1038/s41598-025-96618-y,PMC11982536,pending,Novel deep learning algorithm based MRI radiomics for predicting lymph node metastases in rectal cancer.
b2,40203847,2025,10.1088/1361-6560/adcaf8,PMC12018874,pending,Evaluating primary tumor position variation for rectal cancer patients treated with long course radiotherapy.
b2,40192820,2025,10.1007/s10151-025-03150-2,PMC11976820,pending,Correction: Why did we encounter a pCRM-positive specimen whose preoperative MRI indicates negative mesorectal fascia involvement in middle to low rectal cancer?
b2,40177244,2025,10.3389/fonc.2025.1450602,PMC11961435,pending,A randomized phase II/III trial of rosuvastatin with neoadjuvant chemo-radiation in patients with locally advanced rectal cancer.
b2,40175802,2025,10.1007/s00384-025-04873-2,PMC11965198,pending,Observational study on the efficacy and safety of FOLFOXIRI therapy for locally advanced rectal cancer: The Kanagawa Yokohama Colorectal Cancer Study Group (KYCC)1802.
b2,40175671,2025,10.1007/s00384-025-04871-4,PMC11965249,pending,Investigating the prognostic value of lateral mesorectum using preoperative high-resolution MRI in patients with rectal cancer.
b2,40169495,2025,10.3348/kjr.2024.0767,PMC12055262,pending,Discriminating Tumor Deposits From Metastatic Lymph Nodes in Rectal Cancer: A Pilot Study Utilizing Dynamic Contrast-Enhanced MRI.
b2,40162391,2025,10.4240/wjgs.v17.i3.100820,PMC11948132,pending,Retrospective analysis of preoperative tumor marker levels in rectal cancer patients: Implications for diagnosis.
b2,40160674,2025,10.1016/j.sopen.2025.03.002,PMC11950755,pending,"""Impact of regional data reporting and feedback on rectal cancer surgery quality metrics in the Surgical Care Outcomes Assessment Program (SCOAP)""."
b2,40160648,2025,10.21037/qims-24-1317,PMC11948424,pending,AI-assisted compressed sensing MRI improves imaging quality in rectal cancer: a comparative study with conventional acceleration techniques.
b2,40149384,2025,10.3390/cancers17061051,PMC11940720,pending,Multi-Modal Machine Learning for Evaluating the Predictive Value of Pelvimetric Measurements (Pelvimetry) for Anastomotic Leakage After Restorative Low Anterior Resection.
b2,40149327,2025,10.3390/cancers17060992,PMC11940555,pending,"Analysis of Local Recurrence After Robotic-Assisted Total Mesorectal Excision (ALRITE): An International, Multicentre, Retrospective Cohort."
b2,40149300,2025,10.3390/cancers17060965,PMC11940776,pending,Pre-Treatment SEPTIN9 Gene Methylation Ratio Predicts Tumor Response to Total Neoadjuvant Therapy in Patients with Locally Advanced Rectal Cancer.
b2,40142717,2025,10.3390/jcm14061913,PMC11943012,pending,From Diversion to Permanence: Trends in Ostomy Creation in Rectal Cancer Surgery.
b2,40142294,2025,10.3390/medicina61030483,PMC11943629,pending,Dose Escalation in Neoadjuvant Chemoradiotherapy for Rectal Cancer: Short-Term Efficacy and Toxicity of VMAT-SIB vs. 3D-CRT.
b2,40132000,2025,10.1371/journal.pone.0319248,PMC11936176,pending,A machine learning-based model for predicting survival in patients with Rectosigmoid Cancer.
b2,40131490,2025,10.1007/s00423-025-03679-8,PMC11937214,pending,MRI is more accurate than FDG-PET in assessing complete response in rectal cancer patients after neoadjuvant therapy.
b2,40129922,2025,10.3389/fonc.2025.1550838,PMC11930822,pending,MRI-based radiomics for predicting pathological complete response after neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a systematic review and meta-analysis.
b2,40123773,2025,10.1016/j.phro.2025.100747,PMC11926541,pending,Efficient strategy for magnetic resonance image-guided adaptive radiotherapy of rectal cancer using a library of reference plans.
b2,40120024,2025,10.1186/s41747-025-00575-0,PMC11929653,pending,MRI radiomic study on prediction of nonenlarged lymph node metastasis of rectal cancer: reduced field-of-view versus conventional DWI.
b2,40120019,2025,10.1186/s41747-025-00559-0,PMC11929663,pending,Radiomics to predict tumor response to combination chemoradiotherapy in squamous cell carcinoma of the anal canal: a preliminary investigation.
b2,40104506,2025,10.3389/fonc.2025.1516855,PMC11913847,pending,Radiation hematologic toxicity prediction in rectal cancer: a comparative radiomics-based study on CT image and dose map.
b2,40104214,2025,10.1016/j.phro.2025.100720,PMC11914820,pending,Repeatability of rectal cancer apparent diffusion coefficient measurements on a 1.5 T MR-linac.
b2,40100473,2025,10.1007/s00384-025-04850-9,PMC11919929,pending,"No operation after short-course radiotherapy followed by consolidation chemotherapy in locally advanced rectal cancer (NOAHS-ARC): study protocol for a prospective, phase II trial."
b2,40098743,2025,10.3389/fnut.2025.1473952,PMC11911182,pending,Predicting 3-year all-cause mortality in rectal cancer patients based on body composition and machine learning.
b2,40095215,2025,10.1007/s10151-025-03117-3,PMC11914298,pending,Why did we encounter a pCRM-positive specimen whose preoperative MRI indicates negative mesorectal fascia involvement in middle to low rectal cancer?
b2,40095014,2025,10.1007/s00261-025-04859-2,PMC12331793,pending,Radiotherapy volume delineation based on MRI and (18)F-FDG-PET/MRI in locally recurrent rectal cancer.
b2,40087634,2025,10.1186/s12880-025-01614-3,PMC11909848,pending,AI-ready rectal cancer MR imaging: a workflow for tumor detection and segmentation.
b2,40085244,2025,10.1007/s00384-025-04838-5,PMC11909045,pending,MRI navigation surgery for T4b rectal cancer using multiple minimally invasive surgical approaches.
b2,40075876,2025,10.3390/diagnostics15050629,PMC11899399,pending,"Impact of Preoperative CT-Measured Sarcopenia on Clinical, Pathological, and Oncological Outcomes After Elective Rectal Cancer Surgery."
b2,40075707,2025,10.3390/cancers17050860,PMC11899177,pending,Surgery for Colorectal Cancer Associated with Crohn's Disease-Toward a Medical Treatment Strategy Based on the Differences Between Japan and Western Countries.
b2,40075693,2025,10.3390/cancers17050846,PMC11899338,pending,A Scoping Review of the Implications and Applications of Body Composition Assessment in Locally Advanced and Locally Recurrent Rectal Cancer.
b2,40075659,2025,10.3390/cancers17050812,PMC11899449,pending,Predicting Surgical Difficulty in Rectal Cancer Surgery: A Systematic Review of Artificial Intelligence Models Applied to Pre-Operative MRI.
b2,40075413,2025,10.1186/s12893-025-02764-5,PMC11899483,pending,Comparison of laparoscopic versus robot-assisted sugery for rectal cancer after neo-adjuvant therapy: a large volume single center experience.
b2,40062323,2025,10.3748/wjg.v31.i8.99036,PMC11886509,pending,Beyond the tumor region: Peritumoral radiomics enhances prognostic accuracy in locally advanced rectal cancer.
b2,40061986,2025,10.4240/wjgs.v17.i2.101897,PMC11885999,pending,Predictive value of magnetic resonance imaging parameters combined with tumor markers for rectal cancer recurrence risk after surgery.
b2,40050741,2025,10.1186/s12880-025-01610-7,PMC11887235,pending,LoG-staging: a rectal cancer staging method with LoG operator based on maximization of mutual information.
b2,40050297,2025,10.1038/s41598-025-90191-0,PMC11885450,pending,Prognostic model for log odds of negative lymph node in locally advanced rectal cancer via interpretable machine learning.
b2,40046530,2025,10.1002/ags3.12873,PMC11877350,pending,"Upfront surgery, neoadjuvant chemoradiotherapy, or neoadjuvant chemotherapy for rectal cancer with lateral lymph node metastasis: A multicenter MRI and lateral lymph node dissection study."
b2,40045072,2025,10.1007/s00330-025-11463-x,PMC12350595,pending,Enhancing the role of MRI in rectal cancer: advances from staging to prognosis prediction.
b2,40031376,2025,10.1016/j.ejrad.2025.112019,PMC12184623,pending,"Reliability of rectal MRI radiomic features: Comparing rectal MRI radiomic features across reader expertise levels, image segmentation technique, and timing of rectal MRI in patients with locally advanced rectal cancer."
b2,40010977,2025,10.21873/invivo.13897,PMC11884458,pending,Alteration of Apparent Diffusion Coefficient Measurements Predict Survival Outcomes During Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer.
b2,40010852,2025,10.1503/cjs.012223,PMC11879369,pending,Post-transanal endoscopic microsurgery (TEM) syndrome: a constellation of symptoms resulting from localized inflammatory changes after TEM.
b2,40004765,2025,10.3390/jcm14041234,PMC11856500,pending,Minimally Invasive Rectal Surgery: Current Status and Future Perspectives in the Era of Digital Surgery.
b2,39997331,2025,10.3390/jpm15020054,PMC11855940,pending,Enhanced Lymph Node Detection in Colon Cancer Using Indocyanine Green Fluorescence: A Systematic Review of Studies from 2020 Onwards.
b2,39986704,2025,10.1016/j.esmoop.2024.104095,PMC11889485,pending,"Corrigendum to ""mFOLFOX6 versus mFOLFOX6 + aflibercept as neoadjuvant treatment in MRI-defined T3-rectal cancer: a randomized phase-II-trial of the German Rectal Cancer Study Group (CAO/ARO/AIO 0214) and the ABCSG (R-06)"": [ESMO Open 9 (2024) 103703]."
b2,39982548,2025,10.1245/s10434-025-17033-1,PMC12133420,pending,"Nonoperative Management of Rectal Cancer: Is ""Near-Complete"" Response Safe to Surveil?"
b2,39980546,2025,10.3389/fonc.2025.1496820,PMC11841465,pending,A pelvis MR transformer-based deep learning model for predicting lung metastases risk in patients with rectal cancer.
b2,39976552,2025,10.1002/acm2.70031,PMC12059301,pending,T2-weighted imaging of rectal cancer using a 3D fast spin echo sequence with and without deep learning reconstruction: A reader study.
b2,39972078,2025,10.1038/s41598-025-90623-x,PMC11840023,pending,Establishment of an experimental model of canine apocrine gland anal sac adenocarcinoma organoid culture using a three-dimensional culture method.
b2,39967347,2025,10.1002/cam4.70699,PMC11836347,pending,Multi-Institutional MR-Derived Radiomics to Predict Post-Exenteration Disease Recurrence in Patients With T4 Rectal Cancer.
b2,39966198,2025,10.1007/s11136-025-03918-x,PMC12064581,pending,Quality of life outcomes in colorectal cancer survivors: insights from an observational study at a tertiary cancer center.
b2,39965094,2025,10.1093/bjr/tqaf035,PMC12012344,pending,"Approvers, Disapprovers, and Strugglers: a Q-methodology study of rectal cancer MRI proforma use."
b2,39965007,2025,10.1371/journal.pcbi.1012707,PMC11849983,pending,Tumor-immune partitioning and clustering algorithm for identifying tumor-immune cell spatial interaction signatures within the tumor microenvironment.
b2,39963619,2025,10.7759/cureus.77604,PMC11832227,pending,Efficacy of Neoadjuvant Short-Course Radiation Therapy Followed by Oxaliplatin-Based Chemotherapy for Locally Advanced Rectal Adenocarcinoma: A Single-Center Experience From Saudi Arabia.
b2,39960895,2025,10.1097/MD.0000000000041602,PMC11835079,pending,"High glycemic variability serves as an independent risk factor for postoperative infection-related complications in patients undergoing radical surgery for gastric, colon, and rectal cancer."
b2,39960557,2025,10.1007/s00384-024-04801-w,PMC11832599,pending,Predictive value of rectal MRI variables for pathological complete response in locally advanced rectal cancer following neoadjuvant chemoradiotherapy.
b2,39959143,2025,10.1055/s-0044-1788794,PMC11828646,pending,Quantitative Dynamic Contrast-Enhanced Magnetic Resonance Imaging and Positron Emission Tomography (PET) for Distinguishing Metastatic Lymph Nodes from Nonmetastatic Among Patients with Rectal Cancer: A Systematic Review and Meta-Analysis.
b2,39958549,2025,10.4251/wjgo.v17.i2.102151,PMC11756008,pending,"Enhancing rectal cancer liver metastasis prediction: Magnetic resonance imaging-based radiomics, bias mitigation, and regulatory considerations."
b2,39953497,2025,10.1186/s12885-025-13664-5,PMC11827370,pending,Prognostic significance of preoperative CT-based sarcopenia in locally advanced rectal cancer: a multicenter retrospective study.
b2,39951928,2025,10.1016/j.esmoop.2024.104102,PMC11874550,pending,"Integrating radiomics, pathomics, and biopsy-adapted immunoscore for predicting distant metastasis in locally advanced rectal cancer."
b2,39951169,2025,10.1007/s10151-024-03103-1,PMC11828829,pending,Transanal repair of anastomotic leakage after oncologic low anterior resection: a prospective cohort.
b2,39945868,2025,10.1007/s00423-025-03642-7,PMC11825640,pending,Disparity in endoscopic localisation of early distal colorectal cancers: a retrospective cohort analysis from a single institution.
b2,39941713,2025,10.3390/cancers17030341,PMC11816246,pending,"The ELECTRA Trial: Approach to Contemporary Challenges in the Development and Implementation of Double-Blinded, Randomised, Controlled Clinical Trials in Low-Volume High-Complexity Surgical Oncology."
b2,39941583,2025,10.3390/jcm14030912,PMC11818342,pending,Therapeutic Management of Locally Advanced Rectal Cancer: Existing and Prospective Approaches.
b2,39939805,2025,10.1038/s41401-025-01489-8,PMC12098718,pending,Development of orthotopic mouse models for mid-low rectal cancer.
b2,39939705,2025,10.1038/s41698-025-00827-7,PMC11821811,pending,Author Correction: An automated deep learning pipeline for EMVI classification and response prediction of rectal cancer using baseline MRI: a multi-centre study.
b2,39924589,2025,10.1245/s10434-024-16838-w,PMC12396200,pending,Risk Factors for Regrowth After Nonoperative Management for Rectal Cancer.
b2,39924571,2025,10.1038/s41598-025-89482-3,PMC11808052,pending,Comparative performance of multiple ensemble learning models for preoperative prediction of tumor deposits in rectal cancer based on MR imaging.
b2,39923594,2025,10.1016/j.ejrad.2025.111986,PMC11892329,pending,Can MRI radiomics distinguish residual adenocarcinoma from acellular mucin in treated rectal cancer?
b2,39908966,2025,10.1016/j.tranon.2025.102313,PMC11847518,pending,Comparison of prognosis for T4b rectal cancer with different pelvic compartment involvement treated using neoadjuvant chemoradiotherapy and implications for refinement of the current T staging system: A retrospective cohort study.
b2,39885139,2025,10.1038/s41597-024-04152-9,PMC11782544,pending,A Rectal Cancer Surgery Dataset: Use of artificial intelligence to aid automation of error identification.
b2,39872795,2025,10.4240/wjgs.v17.i1.100232,PMC11757196,pending,"Risk factors, monitoring, and treatment strategies for early recurrence after rectal cancer surgery."
b2,39872776,2025,10.4240/wjgs.v17.i1.101772,PMC11757192,pending,Machine learning and deep learning to improve prevention of anastomotic leak after rectal cancer surgery.
b2,39872767,2025,10.4240/wjgs.v17.i1.100278,PMC11757176,pending,Rectal ameboma: A new entity in the differential diagnosis of rectal cancer.
b2,39872765,2025,10.4240/wjgs.v17.i1.100910,PMC11757172,pending,Evaluation of surgical strategy for low anterior resection syndrome using preoperative low anterior resection syndrome score in China.
b2,39867726,2025,10.1016/j.ctro.2024.100901,PMC11759539,pending,Treatment time and learning curve analysis of 1.5 T MR-Linac workflows led by radiation oncologists or therapists.
b2,39864243,2025,10.1016/j.ejrad.2025.111937,PMC12168187,pending,Mastering rectal cancer MRI: From foundational concepts to optimal staging.
b2,39859149,2025,10.3390/ijms26020432,PMC11764815,pending,"Comprehensive Overview of Molecular, Imaging, and Therapeutic Challenges in Rectal Mucinous Adenocarcinoma."
b2,39858112,2025,10.3390/cancers17020330,PMC11763976,pending,A Comprehensive Approach to Neoadjuvant Treatment of Locally Advanced Rectal Cancer.
b2,39839519,2025,10.1016/j.heliyon.2024.e41404,PMC11748705,pending,Identification of PET/CT radiomic signature for classification of locally recurrent rectal cancer: A network-based feature selection approach.
b2,39839029,2025,10.21037/qims-24-789,PMC11744136,pending,Development and validation of a multi-parametric MRI deep-learning model for preoperative lymphovascular invasion evaluation in rectal cancer.
b2,39838092,2025,10.1007/s00330-025-11361-2,PMC12165870,pending,Evaluation of MRI characterisation of histopathologically matched lymph nodes and other mesorectal nodal structures in rectal cancer.
b2,39836274,2025,10.1245/s10434-024-16468-2,PMC11882682,pending,Diagnostic Certainty in Characterizing Liver Lesions in Rectal Cancer: Abbreviated Liver MRI versus CT.
b2,39834127,2025,10.1093/oncolo/oyae367,PMC11753392,pending,Liver transplantation for colorectal cancer with liver metastases.
b2,39833443,2025,10.1007/s00384-025-04809-w,PMC11753312,pending,Deep learning algorithms for predicting pathological complete response in MRI of rectal cancer patients undergoing neoadjuvant chemoradiotherapy: a systematic review.
b2,39821543,2025,10.1245/s10434-024-16605-x,PMC11882672,pending,ASO Author Reflections: Diagnostic Certainty in Characterizing Liver Lesions in Rectal Cancer: Abbreviated Liver MRI Versus CT.
b2,39817139,2025,10.4251/wjgo.v17.i1.96598,PMC11664605,pending,Multiparameter magnetic resonance imaging-based radiomics model for the prediction of rectal cancer metachronous liver metastasis.
b2,39808201,2025,10.1007/s00066-024-02354-z,PMC12181125,pending,Simultaneous integrated boost to lateral pelvic lymph nodes during chemoradiotherapy in high-risk rectal cancer.
b2,39778879,2025,10.5009/gnl240273,PMC11736321,pending,Artificial Intelligence Models May Aid in Predicting Lymph Node Metastasis in Patients with T1 Colorectal Cancer.
b2,39757340,2025,10.1007/s00384-024-04803-8,PMC11700907,pending,Predicting treatment response and survival in rectal cancer: insights from 18 FDG-PET/MRI post-neoadjuvant therapy.
b2,39753930,2025,10.1007/s00464-024-11485-4,PMC11870868,pending,Deep learning-based pelvimetry in pelvic MRI volumes for pre-operative difficulty assessment of total mesorectal excision.
b2,39714041,2025,10.1097/DCR.0000000000003547,PMC11837963,pending,Artificial Intelligence Recognition System of Pelvic Autonomic Nerve During Total Mesorectal Excision.
b2,39697979,2025,10.3892/ol.2024.14843,PMC11653244,pending,Comparison of apparent diffusion coefficients of resectable mid‑high rectal adenocarcinoma and distal paracancerous tissue.
b2,39663320,2025,10.1007/s10278-024-01345-x,PMC12343407,pending,Accelerated T2W Imaging with Deep Learning Reconstruction in Staging Rectal Cancer: A Preliminary Study.
b2,39654094,2025,10.1097/CM9.0000000000003391,PMC12574499,pending,ResNet-Vision Transformer based MRI-endoscopy fusion model for predicting treatment response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: A multicenter study.
b2,39645641,2025,10.1007/s00261-024-04701-1,PMC12069511,pending,"MRI of early rectal cancer; bisacodyl micro-enema increases submucosal width, reader confidence, and tumor conspicuity."
b2,39635915,2025,10.1002/jso.28008,PMC12120379,pending,"Outcomes of Postchemoradiotherapy Watch-and-Wait Strategy in Patients With Rectal Cancer: A 20-Year, Single-Center Study."
b2,39630199,2025,10.1007/s00261-024-04710-0,PMC12069127,pending,MRI-based radiomic nomogram for predicting disease-free survival in patients with locally advanced rectal cancer.
b2,39619420,2025,10.3892/ol.2024.14814,PMC11605276,pending,Dynamic contrast‑enhanced MRI combined with intravoxel incoherent motion in quantitative evaluation for preoperative risk stratification of resectable rectal adenocarcinoma.
b2,39611734,2025,10.1002/acm2.14573,PMC11905242,pending,Impact of belly board immobilization devices and body mass factor on setup displacement using daily cone-beam CT in rectal cancer radiotherapy.
b2,39543453,2025,10.1002/jso.28001,PMC12065446,pending,Watch-and-Wait Approach Following Neoadjuvant Chemo-Radiotherapy for Locally Advanced Rectal Cancer: A Retrospective Single-Center Cohort Study.
b2,39539035,2025,10.1002/jso.27719,PMC12037316,pending,Implementation of a Screening Program for High-Grade Anal Dysplasia in High-Risk Patients in a Tertiary Cancer Center.
b2,39535872,2025,10.1093/bjr/tqae235,PMC11751359,pending,Recurrence-free survival prediction for anal squamous cell carcinoma after chemoradiotherapy using planning CT-based radiomics model.
b2,39496237,2025,10.1159/000541394,PMC11793087,pending,A Territory-Wide Follow-Up of Primary and Secondary Extramammary Paget Disease of 2 Decades: Effects of Local Disease on Survival.
b2,39363582,2025,10.4143/crt.2024.526,PMC12016836,pending,Is Colonoscopy Alone Adequate for Surveillance in Stage I Colorectal Cancer?
b2,39361507,2025,10.1002/acm2.14539,PMC11714072,pending,Dosimetric impact of variable air cavity within PTV for rectum cancer.
b2,39320354,2025,10.2214/AJR.24.31523,PMC12210418,pending,MRI for Rectal Cancer: Updates and Controversies-AJR Expert Panel Narrative Review.
b2,39297948,2025,10.1007/s00330-024-11081-z,PMC11835893,pending,Added value of histogram analysis of intravoxel incoherent motion and diffusion kurtosis imaging for the evaluation of complete response to neoadjuvant therapy in locally advanced rectal cancer.
b2,39295560,2025,10.1002/jso.27893,PMC12339013,pending,Barriers to Offering Organ Preservation for Rectal Cancer in a Predominantly Hispanic Safety Net Hospital.
b2,39254710,2025,10.1007/s00261-024-04556-6,PMC11821749,pending,Application of a combined clinical prediction model based on enhanced T1-weighted image(T1WI) full volume histogram in peripheral nerve invasion (PNI) and lymphatic vessel invasion (LVI) in rectal cancer.
b2,39237837,2025,10.1007/s10278-024-01029-6,PMC11950466,pending,Feasibility of Three-Dimension Chemical Exchange Saturation Transfer MRI for Predicting Tumor and Node Staging in Rectal Adenocarcinoma: An Exploration of Optimal ROI Measurement.
b2,39235834,2025,10.1097/JS9.0000000000001916,PMC11745655,pending,Role of microenvironment characteristics and MRI radiomics in the risk stratification of distant metastases in rectal cancer: a diagnostic study.
b2,39217971,2025,10.1159/000540887,PMC11731834,pending,Significance of Gene Polymorphism and Gene Expression of BACE2 in Swedish Patients with Colorectal Cancer.
b2,39147885,2025,10.1007/s10278-024-01231-6,PMC11950464,pending,Predictive Study of Machine Learning-Based Multiparametric MRI Radiomics Nomogram for Perineural Invasion in Rectal Cancer: A Pilot Study.
b2,39073608,2025,10.1007/s00261-024-04460-z,PMC11711575,pending,FDG-PET/MRI in colorectal cancer care: an updated systematic review.
b2,38836502,2025,10.4274/dir.2024.242755,PMC11701699,pending,Preoperative prediction of lymphovascular invasion and T-staging of rectal cancer via a dual-energy computed tomography iodine map: a feasibility study.
b2,38647132,2025,10.1097/SLA.0000000000006305,PMC11686994,pending,Association of Lateral Pelvic Lymph Nodes with Disease Recurrence and Organ Preservation in Patients with Distal Rectal Adenocarcinoma Treated with Total Neoadjuvant Therapy.
b2,41648746,2024,10.1016/j.esmogo.2023.100031,PMC12836632,pending,VOLTAGE-2: multicenter phase II study of nivolumab monotherapy in patients with mismatch repair-deficient resectable locally advanced rectal cancer.
b2,40143884,2024,10.12865/CHSJ.50.04.13,PMC11936080,pending,Imaging Assessment of the Response to Neoadjuvant Treatment in Rectal Cancer in Relation to Postoperative Pathological Outcomes.
b2,40060343,2024,10.1055/s-0044-1801775,PMC11888804,pending,Transanal Minimally Invasive Surgery for Rectal Cancer.
b2,39896183,2024,10.3389/fonc.2024.1470824,PMC11782148,pending,Radiomics in rectal cancer: current status of use and advances in research.
b2,39845326,2024,10.3389/fonc.2024.1425665,PMC11750663,pending,The accuracy of radiomics in diagnosing tumor deposits and perineural invasion in rectal cancer: a systematic review and meta-analysis.
b2,39840208,2024,10.7759/cureus.76185,PMC11748814,pending,Role of Artificial Intelligence in MRI-Based Rectal Cancer Staging: A Systematic Review.
b2,39839524,2024,10.3389/fphys.2024.1444897,PMC11747483,pending,A combined diagnostic model including middle rectal artery visualization for predicting lateral lymph node metastasis in rectal cancer.
b2,39807414,2024,10.34172/mejdd.2024.396,PMC11725019,pending,Outcome of selective non-diverting low anterior resection after neoadjuvant chemoradiotherapy and curative surgery for proximal rectal cancer: A prospective case series.
b2,39790821,2024,10.4103/ijnm.ijnm_60_24,PMC11708798,pending,Role of [18F]FDG-PET/CT in Evaluation of Tumor Response to Chemoradiation Therapy for Advanced Colorectal Cancer.
b2,39770899,2024,10.3390/nu16244277,PMC11678168,pending,Assessing Quality of Life with the Novel QLQ-CAX24 Questionnaire and Body Composition Parameters in Rectal Cancer Patients: A Single-Center Prospective Study.
b2,39768239,2024,10.3390/life14121530,PMC11677041,pending,A Machine Learning Model Based on MRI Radiomics to Predict Response to Chemoradiation Among Patients with Rectal Cancer.
