PMID,Year,DOI,PMC,Title
37832071,2023,10.1097/MD.0000000000034865,PMC10578668,A nomogram for preoperative differentiation of tumor deposits from lymph node metastasis in rectal cancer: A retrospective study.
38303197,2023,,,[Laparoscopic Abdominoperineal Resection of the Rectum in a Case with Pagetoid Spread of Anal Canal Carcinoma].
36073582,2022,10.17116/hirurgia202209140,,Surgeon's role in CT-based preoperative determination of inferior mesenteric artery anatomy in colorectal cancer treatment.
37293595,2023,10.3389/fonc.2023.1183072,PMC10247137,Applying machine learning techniques to predict the risk of lung metastases from rectal cancer: a real-world retrospective study.
36508131,2023,10.1007/s00261-022-03759-z,,Novel multiparametric MRI-based radiomics in preoperative prediction of perirectal fat invasion in rectal cancer.
33963369,2021,10.1093/bjsopen/zrab024,PMC8105621,Systematic review of classification systems for locally recurrent rectal cancer.
35461204,2022,10.3760/cma.j.cn441530-20210808-00315,,[Quality of life of patients with locally advanced rectal cancer after neoadjuvant therapy and sphincter-preserving surgery].
35576085,2022,10.1007/s10151-022-02631-y,,Impact of near-infrared fluorescence imaging with indocyanine green on structural sequelae of anastomotic leakage after laparoscopic intersphincteric resection of malignant rectal tumors.
34103987,2021,10.2147/CMAR.S309252,PMC8179813,MRI Evaluation of Complete Response of Locally Advanced Rectal Cancer After Neoadjuvant Therapy: Current Status and Future Trends.
34025068,2021,10.3748/wjg.v27.i18.2122,PMC8117733,Magnetic resonance imaging-based artificial intelligence model in rectal cancer.
34536962,2021,10.1111/codi.15919,,The use of radiomic analysis of magnetic resonance imaging in predicting distant metastases of rectal carcinoma following surgical resection: A systematic review and meta-analysis.
37160739,2023,10.1177/00031348231174016,,A Multimodal Approach to Control of Massive Hemorrhage Secondary to Rectal Cancer.
37895091,2023,10.3390/ijms242015412,PMC10607861,Data-Independent Acquisition Mass Spectrometry Analysis of FFPE Rectal Cancer Samples Offers In-Depth Proteomics Characterization of the Response to Neoadjuvant Chemoradiotherapy.
34839213,2021,10.1016/j.ejrad.2021.110061,,Changes in treatment intent and target definition for preoperative radiotherapy after (18)F-Fluorodeoxyglucose positron emission tomography in rectal cancer: A Meta-analysis.
37168724,2023,10.37796/2211-8039.1311,PMC10166253,Can multidetector CT replace MRI for evaluating mesorectal fascia in rectal cancer?
35561302,2022,10.1200/EDBK_351411,,The Multimodal Management of Locally Advanced Rectal Cancer: Making Sense of the New Data.
37308941,2023,10.1186/s40644-023-00582-7,PMC10258936,Ultra-high b-Value DWI in predicting progression risk of locally advanced rectal cancer: a comparative study with routine DWI.
37843705,2023,10.1186/s40658-023-00587-y,PMC10579211,The effects of various penalty parameter values in Q.Clear algorithm for rectal cancer detection on (18)F-FDG images using a BGO-based PET/CT scanner: a phantom and clinical study.
36249024,2022,10.3389/fonc.2022.994444,PMC9556820,Obesity may not be related to pathologic response in locally advanced rectal cancer following neoadjuvant chemoradiotherapy.
35913830,2022,10.1097/DCR.0000000000002384,,Case-Matched Comparison of Functional and Quality of Life Outcomes of Local Excision and Total Mesorectal Excision Following Chemoradiotherapy for Rectal Cancer.
34753891,2022,10.1097/DCR.0000000000002282,PMC8916959,Measuring Rectal Cancer Tumor Height: Concordance Between Clinical Examination and MRI.
35962933,2023,10.1007/s11604-022-01325-7,,Radiomics of locally advanced rectal cancer: machine learning-based prediction of response to neoadjuvant chemoradiotherapy using pre-treatment sagittal T2-weighted MRI.
36806725,2023,10.1002/cnr2.1705,PMC9939992,Comparison of flexible endoscopy and magnetic resonance imaging in determining the tumor height in rectal cancer.
34529332,2021,10.1002/acm2.13425,PMC8504593,Initial analysis of the dosimetric benefit and clinical resource cost of CBCT-based online adaptive radiotherapy for patients with cancers of the cervix or rectum.
37464064,2023,10.1007/s00464-023-10272-x,,Evaluation of the SafeHeal Colovac+ anastomosis protection device after low anterior resection for rectal cancer: the safe anastomosis feasibility evaluation (SAFE) 2019 trial.
35979307,2022,10.12998/wjcc.v10.i19.6483,PMC9294879,Diagnostic accuracy of ≥ 16-slice spiral computed tomography for local staging of colon cancer: A systematic review and meta-analysis.
34608641,2022,10.1111/jsap.13426,,Computed tomographic staging of dogs with anal sac adenocarcinoma.
37142823,2023,10.1007/s00261-023-03937-7,,Feasibility of high-resolution readout-segmented echo-planar imaging with simultaneous multislice imaging in assessing rectal cancer.
34591119,2021,10.1007/s00066-021-01842-w,PMC8547205,Practice of radiation therapy for anal cancer in Austria-a survey on behalf of the Austrian radiation oncology society gastrointestinal tumor group (ÖGRO-GIT).
37095677,2023,10.2214/AJR.23.29359,,Editorial Comment: Mucinous Degeneration on MRI After Neoadjuvant Therapy.
37004557,2023,10.1007/s00261-023-03898-x,PMC10942660,MRI-based radiomic score increased mrTRG accuracy in predicting rectal cancer response to neoadjuvant therapy.
35694706,2022,10.1155/2022/3038308,PMC9173987,Quantitative Evaluation of Extramural Vascular Invasion of Rectal Cancer by Dynamic Contrast-Enhanced Magnetic Resonance Imaging.
37995359,2023,10.1088/2057-1976/ad0f3e,,Multimodality radiomics prediction of radiotherapy-induced the early proctitis and cystitis in rectal cancer patients: a machine learning study.
36982913,2023,10.3390/ijms24065840,PMC10051170,Evaluation of Fruquintinib in the Continuum of Care of Patients with Colorectal Cancer.
36085377,2022,10.1007/s00261-022-03608-z,,Extramural vascular invasion as an independent prognostic marker in locally advanced rectal cancer: propensity score match pair analysis.
35701738,2022,10.1186/s12885-022-09724-9,PMC9199347,Necessity of external iliac lymph nodes and inguinal nodes radiation in rectal cancer with anal canal involvement.
