PMID,Year,DOI,PMC,Title
32306605,2020,10.3760/cma.j.cn.441530-20190725-00289,,[Short-term efficacy of robotic-assisted total mesorectal excision with and without lateral lymph node dissection for mid-low advanced rectal cancer: a propensity score matching analysis].
32239978,2020,10.1200/EDBK_279871,,Controversies in Rectal Cancer Treatment and Management.
20835770,2010,10.1007/s11605-010-1343-3,,Waist circumference predicts increased complications in rectal cancer surgery.
24068404,2013,,,Microanatomic aspects of arterial blood supply in rectal carcinomas--predictive models.
21224664,2010,,,[A case of local relapsed rectal cancer responding to low-dose S-1].
21762353,2012,10.1111/j.1463-1318.2011.02722.x,,The clinical significance of radiologically detected indeterminate pulmonary nodules in colorectal cancer.
19069694,2008,10.2298/aci0803061p,,Influence of long-term radiotherapy on symptoms and signs of locally advanced primary rectal cancer of distant localisation.
33289435,2021,10.1080/14737140.2021.1860762,,MRI radiomics in the prediction of therapeutic response to neoadjuvant therapy for locoregionally advanced rectal cancer: a systematic review.
32198787,2020,10.1111/codi.15045,,"Robotic transanal minimally invasive surgery - technical, oncological and patient outcomes from a single institution."
33102603,2020,10.1155/2020/9842732,PMC7576357,Magnetic Resonance of Rectal Cancer Response to Therapy: An Image Quality Comparison between 3.0 and 1.5 Tesla.
22086847,2012,10.1002/cncr.26644,,Accuracy of positron emission tomography/computed tomography and clinical assessment in the detection of complete rectal tumor regression after neoadjuvant chemoradiation: long-term results of a prospective trial (National Clinical Trial 00254683).
24664891,2014,10.1002/pon.3517,,Living with the physical and mental consequences of an ostomy: a study among 1-10-year rectal cancer survivors from the population-based PROFILES registry.
31945621,2020,10.1016/j.anndiagpath.2019.151452,PMC7195850,Clinicopathologic determinants of pathologic treatment response in neoadjuvant treated rectal adenocarcinoma.
27593246,2016,10.1016/j.cpet.2016.05.004,,PET/MR Imaging in Cancers of the Gastrointestinal Tract.
29713823,2018,10.1007/s00384-018-3065-z,,Higher visceral fat area/subcutaneous fat area ratio measured by computed tomography is associated with recurrence and poor survival in patients with mid and low rectal cancers.
29735158,2018,10.1016/j.bulcan.2018.03.005,,"[Psychological impact of ostomy on the quality of life of colorectal cancer patients: Role of body image, self-esteem and anxiety]."
15655608,2004,10.1007/s10151-004-0100-6,,Magnetic resonance imaging in rectal cancer: the MERCURY experience.
19886046,2009,,,[Study on the evaluation of complementary imaging methods in rectal neoplasia].
31133005,2019,10.1186/s12885-019-5732-z,PMC6537147,Association between high-resolution MRI-detected extramural vascular invasion and tumour microcirculation estimated by dynamic contrast-enhanced MRI in rectal cancer: preliminary results.
29968240,2018,,,[Radical surgery combined with adjuvant radiotherapy for elderly patients aged over 75 years with stage II( or III( rectal cancer: a retrospective study from a single center].
19289265,2009,10.1016/j.ijrobp.2008.11.031,,Biological image-guided radiotherapy in rectal cancer: challenges and pitfalls.
27528121,2016,10.1016/j.radonc.2016.07.017,,International consensus guidelines on Clinical Target Volume delineation in rectal cancer.
32758641,2020,10.1016/j.ijrobp.2020.07.2323,,External Validation of Early Regression Index (ERI(TCP)) as Predictor of Pathologic Complete Response in Rectal Cancer Using Magnetic Resonance-Guided Radiation Therapy.
20151936,2010,10.3109/02841860903483692,,Could a wait and see policy be justified in T3/4 rectal cancers after chemo-radiotherapy?
12801738,2003,10.1016/S0140-6736(03)13583-0,,Smooth muscle cholinergic denervation hypersensitivity in diverticular disease.
32216771,2020,10.1186/s12885-020-06761-0,PMC7099769,Risk factor analysis for inaccurate pre-operative MRI staging in rectal cancer.
33418008,2021,10.1016/j.radonc.2020.12.034,,Automatic segmentation of three clinical target volumes in radiotherapy using lifelong learning.
15363467,2004,10.1016/j.critrevonc.2004.07.001,,Neoadjuvant treatment for locally advanced rectal carcinoma.
34464382,2021,10.1371/journal.pmed.1003741,PMC8407540,Utility of ctDNA in predicting response to neoadjuvant chemoradiotherapy and prognosis assessment in locally advanced rectal cancer: A prospective cohort study.
32336000,2020,10.1111/codi.15080,,Clinical management of 52 consecutive retro-rectal tumours treated at a tertiary referral centre.
28055248,2017,10.1259/bjr.20151078,PMC5605058,Functional MRI for quantitative treatment response prediction in locally advanced rectal cancer.
30433814,2019,10.1259/bjr.20180655,PMC6540856,Diffusion-weighted imaging in rectal cancer: current applications and future perspectives.
21913017,2012,10.1245/s10434-011-2036-1,,Adverse features on rectal MRI identify a high-risk group that may benefit from more intensive preoperative staging and treatment.
18043346,2007,10.1097/RCT.0b013e318038fc84,,Comparison between 3-T magnetic resonance imaging and multi-detector row computed tomography for the preoperative evaluation of rectal cancer.
18251142,2007,,,The contributions of virtual colonoscopy to laparoscopic colorectal surgery.
28963779,2017,10.1002/mp.12602,,Automatic segmentation of the clinical target volume and organs at risk in the planning CT for rectal cancer using deep dilated convolutional neural networks.
22130088,2012,10.1016/j.acra.2011.10.019,,Usefulness of perfusion CT to assess response to neoadjuvant combined chemoradiotherapy in patients with locally advanced rectal cancer.
33153929,2021,10.1016/j.dld.2020.10.012,,Comparison of 18FDG-PET/CT and conventional follow-up methods in colorectal cancer: A randomised prospective study.
30470845,2019,10.1007/s00066-018-1401-4,,A fatal case of Fournier's gangrene during neoadjuvant radiotherapy for rectal cancer.
23104550,2013,10.1007/s10151-012-0910-x,,Intraoperative anastomotic dye test significantly decreases incidence of anastomotic leaks in patients undergoing resection for rectal cancer.
34956868,2021,10.3389/fonc.2021.741612,PMC8695495,Clinical Significance and Prognostic Value of the Maximum Standardized Uptake Value of (18)F-Flurodeoxyglucose Positron Emission Tomography-Computed Tomography in Colorectal Cancer.
22512246,2012,10.3109/03009734.2012.658974,PMC3339554,Multidisciplinary treatment of patients with rectal cancer: Development during the past decades and plans for the future.
27056748,2016,10.1007/s00261-016-0733-8,,"Performance of diffusion-weighted imaging, perfusion imaging, and texture analysis in predicting tumoral response to neoadjuvant chemoradiotherapy in rectal cancer patients studied with 3T MR: initial experience."
19581861,2009,10.1007/DCR.0b013e31819f7397,,Metastasis to the pancreas from colorectal cancer: is there a place for pancreatic resection?
26462793,2015,10.1016/j.ejrad.2015.08.008,,MRI tumor volume reduction rate vs tumor regression grade in the pre-operative re-staging of locally advanced rectal cancer after chemo-radiotherapy.
21233706,2011,10.1097/CAD.0b013e32834367c7,,Murine orthotopic model for the assessment of chemoradiotherapeutic interventions in rectal cancer.
12507203,2002,10.1016/s0039-6109(02)00049-x,,Local therapy for rectal cancer.
18006762,2007,10.1158/1078-0432.CCR-07-1197,,Circumferential margin involvement is the crucial prognostic factor after multimodality treatment in patients with locally advanced rectal carcinoma.
30768361,2019,10.1148/rg.2019180114,PMC6438362,"MRI of Rectal Cancer: Tumor Staging, Imaging Techniques, and Management."
29751360,2018,10.1111/codi.14257,PMC6099475,IntAct: intra-operative fluorescence angiography to prevent anastomotic leak in rectal cancer surgery: a randomized controlled trial.
26065396,2016,10.1007/s00330-015-3856-3,PMC4712249,Magnetization transfer imaging to assess tumour response after chemoradiotherapy in rectal cancer.
28819296,2017,10.1038/s41598-017-09227-9,PMC5561073,Intravoxel incoherent motion diffusion-weighted imaging for discriminating the pathological response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer.
33154671,2020,10.2147/CMAR.S270727,PMC7608140,Diameter of Superior Rectal Vein - CT Predictor of KRAS Mutation in Rectal Carcinoma.
15186605,2004,10.1089/108497804323072020,,Detection of colon cancer with 99mTc-labeled bombesin derivative (99mTc-leu13-BN1).
33083648,2020,10.1016/j.adro.2020.05.004,PMC7557137,Clinical Implementation of Preoperative Short-Course Pencil Beam Scanning Proton Therapy for Patients With Rectal Cancer.
25520908,2014,10.1186/2193-1801-3-681,PMC4247831,Delayed abdominal wall abscess after abdomino-perineal resection simulating local recurrence of rectal cancer.
33180166,2021,10.1007/s00330-020-07403-6,,Multiparametric MRI-based radiomics signature for preoperative estimation of tumor-stroma ratio in rectal cancer.
33428144,2020,10.1007/s11596-020-2298-6,,Feasibility of MRI Radiomics for Predicting KRAS Mutation in Rectal Cancer.
18478469,2008,,,[Diagnosis on the preoperative staging of rectal cancer by magnetic resonance imaging with water-bag in rectum].
17224642,2007,10.4161/cbt.6.1.3552,,Diagnostic efficacy and safety of 99mtc-labeled monoclonal antibody ior c5 in patients with colorectal and anal carcinomas: final report clinical trial phase I/II.
15865027,2005,10.1007/3-540-27449-9_14,,Is local excision of T2/T3 rectal cancers adequate?
30704213,2019,10.3760/cma.j.issn.0529-5815.2019.02.007,,[High definition MRI rectal lymph node aided diagnostic system based on deep neural network].
33189492,2021,10.1016/j.ejso.2020.10.038,,Indications for neoadjuvant treatment based on risk factors for poor prognosis before and after neoadjuvant chemotherapy alone in patients with locally advanced rectal cancer.
17004187,2006,10.1055/s-2006-947279,,"[Clinical pathway (workflow) for diagnostic, therapy and follow-up in patients with rectal cancer]."
32662098,2021,10.1111/ases.12841,,"Preventing anastomotic leakage after laparoscopic intersphincteric resection without a diverting stoma: ""pull-through/reborn""."
29893283,2018,10.1016/j.ijrobp.2018.03.021,,In Regard to Sun Myint et al.
32892128,2021,10.1016/j.jss.2020.08.003,,Selecting Image-Guided Surgical Technologies in Oncology: A Surgeon's Perspective.
32926212,2021,10.1007/s00261-020-02718-w,PMC7946648,Does microenema administration improve the quality of DWI sequences in rectal MRI?
28092330,2017,10.1097/SLE.0000000000000366,PMC5287437,Prediction of Anastomotic Leakage After Laparoscopic Low Anterior Resection in Male Rectal Cancer by Pelvic Measurement in Magnetic Resonance Imaging.
22040541,2011,,,Simultaneous laparoscopic excision for rectal carcinoma and synchronous hepatic metastasis.
31687781,2019,,,T≤2N0 TRG1-2 in Post-Chemoradiation Therapy MRI: What can it Predict?
11008098,2000,10.1016/s1095-0397(00)00047-9,,Evaluation of Abdominal Tumors with.
27666622,2016,10.1016/j.ejrad.2016.08.008,,Readout-segmented echo-planar imaging improves the image quality of diffusion-weighted MR imaging in rectal cancer: Comparison with single-shot echo-planar diffusion-weighted sequences.
33763362,2021,10.3389/fonc.2021.626626,PMC7982570,Establishment and Clinical Application of an Artificial Intelligence Diagnostic Platform for Identifying Rectal Cancer Tumor Budding.
32623536,2020,10.1007/s10151-020-02274-x,,The role of MRI pelvimetry in predicting technical difficulty and outcomes of open and minimally invasive total mesorectal excision: a systematic review.
21377810,2012,10.1016/j.ijrobp.2010.11.038,,PET-based treatment response evaluation in rectal cancer: prediction and validation.
11383066,2001,10.1007/s001040051344,,[PET studies of recurrent rectal carcinoma. Fundamental aspects of lymphatic metastasis of visceral and somatic carcinomas].
16289647,2006,10.1016/j.ejso.2005.08.006,,Sentinel lymph node in carcinoma of the anal canal: a review.
25466368,2014,10.1016/j.radonc.2014.11.002,,Nomogram predicting response after chemoradiotherapy in rectal cancer using sequential PETCT imaging: a multicentric prospective study with external validation.
27217542,2016,10.1093/annonc/mdw215,,"PAN-EX: a pooled analysis of two trials of neoadjuvant chemotherapy followed by chemoradiotherapy in MRI-defined, locally advanced rectal cancer."
29324431,2017,,,"A Descriptive, Qualitative Study to Assess Patient Experiences Following Stoma Reversal After Rectal Cancer Surgery."
25503423,2015,10.1007/s40262-014-0216-4,,Kinetically guided neoadjuvant chemoradiotherapy based on 5-Fluorouracil in patients with locally advanced rectal cancer.
27959622,2017,10.2214/AJR.16.17117,,DWI for Assessment of Rectal Cancer Nodes After Chemoradiotherapy: Is the Absence of Nodes at DWI Proof of a Negative Nodal Status?
27054278,2016,10.1016/j.media.2016.03.002,PMC4917895,Pieces-of-parts for supervoxel segmentation with global context: Application to DCE-MRI tumour delineation.
22339762,2012,10.1111/j.1463-1318.2012.02994.x,,Retrorectal tumours: optimization of surgical approach and outcome.
31392530,2019,10.1007/s10151-019-02056-0,PMC6736926,Long-term outcomes of biological mesh repair following extra levator abdominoperineal excision of the rectum: an observational study of 100 patients.
25935450,2015,10.1007/s00384-015-2226-6,,Prognostic value of CD45RO(+) tumor-infiltrating lymphocytes for locally advanced rectal cancer following 30 Gy/10f neoadjuvant radiotherapy.
19486092,2010,10.1111/j.1463-1318.2009.01873.x,,Positron-emission tomography/computed tomography (PET/CT) in the initial staging of primary rectal cancer.
25466419,2015,10.1007/s00384-014-2080-y,,Risk factors for circumferential R1 resection after neoadjuvant radiochemotherapy and laparoscopic total mesorectal excision: a study in 233 consecutive patients with mid or low rectal cancer.
32830799,2020,10.1188/20.ONF.557-566,PMC7793555,Skeletal Muscle Mass Loss During Cancer Treatment: Differences by Race and Cancer Site.
34680269,2021,10.3390/cancers13205120,PMC8534180,Intra- and Interobserver Variability in Magnetic Resonance Imaging Measurements in Rectal Cancer Patients.
19419820,2009,10.1016/j.ijrobp.2008.10.064,,"The role of dual-time combined 18-fluorodeoxyglucose positron emission tomography and computed tomography in the staging and restaging workup of locally advanced rectal cancer, treated with preoperative chemoradiation therapy and radical surgery."
11754847,2001,10.1016/s0002-9610(01)00748-6,,Local recurrence of cancer of the rectum.
32157055,2019,,,[Study of Skip Metastasis to Lateral Lymph Nodes in Low Rectal Cancer].
32810348,2020,10.1111/codi.15319,,Novel use of the Bakri balloon to minimize empty pelvis syndrome following laparoscopic total pelvic exenteration.
15572087,2004,10.1016/j.suronc.2004.09.013,,Management and imaging of low rectal carcinoma.
28991083,2017,10.1097/DCR.0000000000000894,,Prediction of N0 Irradiated Rectal Cancer Comparing MRI Before and After Preoperative Chemoradiotherapy.
17039499,2006,10.1002/cncr.22278,,Quality measures for the use of adjuvant chemotherapy and radiation therapy in patients with colorectal cancer: a systematic review.
31344279,2020,10.1002/ijc.32592,,Quantitative evaluation of the intratumoral distribution of platinum in oxaliplatin-treated rectal cancer: In situ visualization of platinum via synchrotron radiation X-ray fluorescence spectrometry.
24276776,2014,10.1200/JCO.2012.45.3258,,Preoperative magnetic resonance imaging assessment of circumferential resection margin predicts disease-free survival and local recurrence: 5-year follow-up results of the MERCURY study.
32889250,2020,10.1016/j.suronc.2020.08.013,,Lateral lymph node and its association with distant recurrence in rectal cancer: A clue of systemic disease.
27748061,2016,10.1002/cam4.935,PMC5119967,Enhanced detection of lymphovascular invasion in small rectal neuroendocrine tumors using D2-40 and Elastica van Gieson immunohistochemical analysis.
23420438,2013,10.1007/s00280-013-2114-0,,Clinical implications of initial FDG-PET/CT in locally advanced rectal cancer treated with neoadjuvant chemoradiotherapy.
26486376,2016,10.1002/rcs.1710,,Utility of indocyanine-green fluorescent imaging during robot-assisted sphincter-saving surgery on rectal cancer patients.
30698998,2019,10.1259/bjr.20180821,PMC6540863,Added value of diffusion-weighted imaging for evaluation of extramural venous invasion in patients with primary rectal cancer.
20496544,2010,,,The role of multimodality treatment in M0 rectal cancer: evidence and research.
15107319,2004,10.1259/bjr/95415645,,"The development and application of functional nuclear magnetic resonance to in vivo therapeutic anticancer research: 2002 Sir Godfrey Hounsfield lecture delivered at the President's Day, Manchester."
25885576,2015,10.1186/s12885-015-1157-5,PMC4373096,Detection of morphologic alterations in rectal carcinoma following preoperative radiochemotherapy based on multiphoton microscopy imaging.
15936558,2005,10.1016/j.ijrobp.2004.11.015,,Comparison of the belly board device method and the distended bladder method for reducing irradiated small bowel volumes in preoperative radiotherapy of rectal cancer patients.
34722724,2021,10.1159/000514800,PMC8543365,"Multimodal Treatment of cT3 Rectal Cancer in a Prospective Multi-Center Observational Study: Can Neoadjuvant Chemoradiation Be Omitted in Patients with an MRI-Assessed, Negative Circumferential Resection Margin?"
12587476,2002,10.2298/aci0202079r,,[Carcinoma of the anal canal--results of radical radiotherapy].
25953290,2015,10.1016/j.rcl.2015.01.002,PMC4979318,Advances in diffusion-weighted imaging.
32072254,2020,10.1007/s00330-020-06711-1,,"The added value of pelvic surveillance by MRI during postoperative follow-up of rectal cancer, with a focus on abbreviated MRI."
31296960,2019,10.1038/s41598-019-46499-9,PMC6624197,Differences in prognostic relevance of rectal magnetic resonance imaging findings before and after neoadjuvant chemoradiotherapy.
31798332,2019,10.5114/wo.2019.89244,PMC6883969,The effects of rectal cancer surgery on the anatomical localisation of ureters - a prospective observational study.
31995474,2020,10.1109/TBME.2020.2969839,PMC8048106,Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis.
26861457,2016,10.1158/1078-0432.CCR-15-1489,PMC4835023,Clinical Trial of Oral Nelfinavir before and during Radiation Therapy for Advanced Rectal Cancer.
26578734,2016,10.1093/annonc/mdv541,,A randomized trial of intensive versus minimal surveillance of patients with resected Dukes B2-C colorectal carcinoma.
29108380,2017,10.18632/oncotarget.20567,PMC5668113,Peri-treatment change of anorectal function in patients with rectal cancer after preoperative chemoradiotherapy.
24511597,2014,,,[Rectal cancer--a combination of MRT and PET allows accurate diagnosis of recurrence].
29354903,2018,,,[The value of MRI with CUBE sequence in early evaluation of the efficacy of neoadjuvant therapy for locally advanced rectal cancer].
27090113,2017,10.1007/s00330-016-4337-z,PMC5209434,The assessment of local response using magnetic resonance imaging at 3- and 6-month post chemoradiotherapy in patients with anal cancer.
17063435,2006,10.1055/s-2006-927005,,[Neoadjuvant treatment of rectal cancer: towards an individualised therapy].
27489868,2016,10.1016/j.ejro.2016.06.003,PMC4959919,Locally advanced rectal cancer: Qualitative and quantitative evaluation of diffusion-weighted MR imaging in the response assessment after neoadjuvant chemo-radiotherapy.
33402599,2021,10.4103/ijc.IJC_435_19,,Factors affecting pathological response and survival following neoadjuvant chemoradiotherapy in rectal cancer patients.
32363115,2020,10.1080/2162402X.2020.1746149,PMC7185207,Regulatory T cells and cytotoxic T cells close to the epithelial-stromal interface are associated with a favorable prognosis.
26705680,2016,10.1016/j.radonc.2015.11.031,,High tumor glycine concentration is an adverse prognostic factor in locally advanced rectal cancer.
33628729,2020,10.3389/fonc.2020.594182,PMC7899045,Artificial Intelligence in Decision-Making for Colorectal Cancer Treatment Strategy: An Observational Study of Implementing Watson for Oncology in a 250-Case Cohort.
34876924,2021,10.1155/2021/4520450,PMC8645400,Evaluation of the Risk of Recurrence in Patients with Local Advanced Rectal Tumours by Different Radiomic Analysis Approaches.
24848820,2014,10.2214/AJR.13.11311,,Prognostic stratification by extramural depth of tumor invasion of primary rectal cancer based on the Radiological Society of North America proposal.
31404579,2019,10.1016/j.ijrobp.2019.07.057,,Mismatch Repair System Deficiency Is Associated With Response to Neoadjuvant Chemoradiation in Locally Advanced Rectal Cancer.
27160356,2016,10.1016/j.ejso.2016.04.003,,Timing of surgery following neoadjuvant chemoradiotherapy in locally advanced rectal cancer - A comparison of magnetic resonance imaging at two time points and histopathological responses.
20202602,2010,10.1016/S1470-2045(10)70014-0,,Neoadjuvant chemotherapy in MRI-staged rectal cancer.
12780593,2002,10.1046/j.1463-1318.2002.00350.x,,Palliative stenting of malignant large bowel obstruction.
21069438,2011,10.1007/s10585-010-9355-7,PMC2998639,High levels of microRNA-21 in the stroma of colorectal cancers predict short disease-free survival in stage II colon cancer patients.
11952317,2002,10.1053/crad.2001.0736,,MR imaging and computed tomography in patients with rectal tumours clinically judged as locally advanced.
34674666,2021,10.1186/s12885-021-08873-7,PMC8529852,The efficiency of (18)F-FDG-PET/CT in the assessment of tumor response to preoperative chemoradiation therapy for locally recurrent rectal cancer.
32761428,2020,10.1245/s10434-020-08978-6,,Radiomics for Diagnosing Lateral Pelvic Lymph Nodes in Rectal Cancer: Artificial Intelligence Enabling Precision Medicine?
30890283,2019,10.1016/j.ejso.2018.12.013,,"Invited editorial re: ""Response assessment after (chemo) radiotherapy for rectal cancer: Why are we missing complete responses with MRI and endoscopy?""."
14716805,2004,10.1002/bjs.4386,,Optimal total mesorectal excision for rectal cancer is by dissection in front of Denonvilliers' fascia.
33872284,2021,10.1097/DCR.0000000000002007,,"Perfusion Assessment in Left-Sided/Low Anterior Resection (PILLAR III): A Randomized, Controlled, Parallel, Multicenter Study Assessing Perfusion Outcomes With PINPOINT Near-Infrared Fluorescence Imaging in Low Anterior Resection."
23436067,2013,10.1007/s00259-013-2341-y,,¹⁸F-FDG PET/CT-based treatment response evaluation in locally advanced rectal cancer: a prospective validation of long-term outcomes.
12739710,2003,10.1080/00365520310000898,,Relevance of abdominal gas analysis and transit study after colorectal cancer surgery.
30927944,2019,10.1016/j.ejrad.2019.02.022,PMC6443100,Radiogenomics of rectal adenocarcinoma in the era of precision medicine: A pilot study of associations between qualitative and quantitative MRI imaging features and genetic mutations.
20880773,2010,10.1102/1470-7330.2010.9092,PMC2967144,Proforma-based reporting in rectal cancer.
31476419,2019,10.1016/j.ijrobp.2019.08.052,,Feasibility of Gold Fiducial Markers as a Surrogate for Gross Tumor Volume Position in Image-Guided Radiation Therapy of Rectal Cancer.
33710824,2021,10.17116/hirurgia202103136,,[Computed tomography for assessment of postoperative outcomes in patients with parastomal hernia].
25683666,2015,10.1111/codi.12920,,Evidence for radiological and histopathological prognostic importance of detecting extramural venous invasion in rectal cancer: recommendations for radiology and histopathology reporting.
26181596,2013,10.1007/s12328-013-0378-x,,Long-term release of a malignant ileal obstruction by placement of a colorectal self-expandable metal stent.
33759582,2021,10.1148/radiol.2021210261,PMC8103911,High-Precision Assessment of Chemoradiotherapy of Rectal Cancer with Near-Infrared Photoacoustic Microscopy and Deep Learning.
23963871,2014,10.1245/s10434-013-3216-y,,Selective lateral pelvic lymph node dissection in patients with advanced low rectal cancer treated with preoperative chemoradiotherapy based on pretreatment imaging.
29124480,2017,10.1186/s40792-017-0389-9,PMC5680408,A case of napsin A-positive metastatic lung cancer originating from the colon.
27538267,2017,10.1111/codi.13496,,Magnetic resonance based texture parameters as potential imaging biomarkers for predicting long-term survival in locally advanced rectal cancer treated by chemoradiotherapy.
32095872,2020,10.1007/s00384-020-03537-7,,High prevalence of asymptomatic internal hernias after laparoscopic anterior resection in a retrospective analysis of postoperative computed tomography.
24104998,2013,10.1097/DCR.0b013e3182a53568,,High-resolution anoscopy: clinical features of anal intraepithelial neoplasia in HIV-positive men.
12029553,2002,10.1007/s00259-002-0779-4,,PET imaging with [11C]methyl- L-methionine for therapy monitoring in patients with rectal cancer.
30771876,2019,10.1016/j.critrevonc.2018.12.008,,"Corrigendum to ""Imaging predictors of treatment outcomes in rectal cancer: An overview"" [Crit. Rev. Oncol./Hematol. 129, (September) (2018), 153-162]."
28044213,2017,10.1007/s10147-016-1080-z,,Polymorphisms of MTHFR C677T and A1298C associated with survival in patients with colorectal cancer treated with 5-fluorouracil-based chemotherapy.
30538386,2018,10.1007/s13193-018-0788-9,PMC6265181,Bladder Invasion in Patients with Advanced Colorectal Carcinoma.
30143462,2018,10.1016/j.canrad.2018.06.019,,[Image-guided radiotherapy contribution and patient setup for anorectal cancer treatment].
21713526,2011,10.1007/s00330-011-2182-7,,Quantitative analysis and prediction of regional lymph node status in rectal cancer based on computed tomography imaging.
34155222,2021,10.1038/s41598-021-92118-x,PMC8217562,Prognostic value of metabolic parameters on (18)F-fluorodeoxyglucose positron tomography/computed tomography in classical rectal adenocarcinoma.
30101009,2018,10.3892/mco.2018.1658,PMC6083403,Impact of multidisciplinary tumor boards on patients with rectal cancer.
24922690,2014,,,Short-term clinical outcomes of postoperative intrapelvic bleeding after extended pelvic surgery: a single institute experience.
21735351,2012,10.1007/s12029-011-9302-0,,Dilated SMV in colon cancer--is there any significance.
27612049,2016,10.3233/XST-160594,,Liver acquisition with acceleration volume acquisition gadolinium-enhanced magnetic resonance combined with T2 sequences in the diagnosis of local recurrence of rectal cancer.
30656453,2019,10.1007/s00464-018-06630-9,PMC6722156,2D versus 3D laparoscopic total mesorectal excision: a developmental multicentre randomised controlled trial.
31960434,2020,10.1111/jsap.13104,,Comparison of methods to determine primary tumour size in canine apocrine gland anal sac adenocarcinoma.
22903432,2012,10.1007/s00104-012-2361-3,,[Exact assessment of the circumferential resection margin in rectal cancer using MRI].
33797468,2021,10.1097/CM9.0000000000001401,PMC8104246,Establishment and clinical application value of an automatic diagnosis platform for rectal cancer T-staging based on a deep neural network.
18782650,2008,10.1016/j.canlet.2008.07.015,,Targeting solid tumors via T cell receptor complementarity-determining region 3delta in an engineered antibody.
28597348,2018,10.1007/s00595-017-1547-1,,Pelvic inlet shape measured by three-dimensional pelvimetry is a predictor of the operative time in the anterior resection of rectal cancer.
29450716,2018,10.1007/s00330-018-5329-y,,Could IVIM and ADC help in predicting the KRAS status in patients with rectal cancer?
19377268,2009,10.1540/jsmr.45.1,,The plasticity of the defecation reflex pathway in the enteric nervous system of guinea pigs.
24265562,2013,10.3348/kjr.2013.14.6.878,PMC3835634,Perfusion parameters of dynamic contrast-enhanced magnetic resonance imaging in patients with rectal cancer: correlation with microvascular density and vascular endothelial growth factor expression.
25790541,2015,10.3906/sag-1312-149,,Is there any impact of PET/CT on radiotherapy planning in rectal cancer patients undergoing preoperative IMRT?
28423540,2017,10.18632/oncotarget.15753,PMC5400638,Correlations between intravoxel incoherent motion (IVIM) parameters and histological findings in rectal cancer: preliminary results.
28579847,2017,10.1177/1179299X17710016,PMC5437985,Correlation Between Preoperative Serum Carcinoembryonic Antigen Levels and Expression on Pancreatic and Rectal Cancer Tissue.
34185174,2021,10.1007/s10147-021-01937-5,,Perspectives for circulating tumor DNA in clinical management of colorectal cancer.
29675627,2018,10.1007/s13244-018-0606-5,PMC6108973,"Rectal cancer MRI: protocols, signs and future perspectives radiologists should consider in everyday clinical practice."
22208962,2012,10.1016/j.crad.2011.10.030,,PET/CT in anal cancer - is it worth doing?
25083087,2014,10.3748/wjg.v20.i27.9138,PMC4112869,Abdominoperineal excision following preoperative radiotherapy for rectal cancer: unfavorable prognosis even with negative circumferential resection margin.
26663586,2016,10.1111/codi.13235,,Dynamic MRI to assess pelvic floor reconstruction with Strattice mesh after extralevator abdominoperineal excision for rectal cancer--a video vignette.
32877210,2020,10.1259/bjr.20200543,PMC7548370,Manual and semi-automated delineation of locally advanced rectal cancer subvolumes with diffusion-weighted MRI.
26654131,2016,10.1016/j.crad.2015.10.022,,Transanal endoscopic microsurgery for rectal cancer.
24172167,2014,10.1177/1553350613507145,,Development and clinical implementation of a hemostatic balloon device for rectal cancer surgery.
16951153,2006,10.1158/0008-5472.CAN-06-1437,,Smad3 deficiency promotes tumorigenesis in the distal colon of ApcMin/+ mice.
22173559,2012,10.1007/s11604-011-0023-x,,Diffusion-weighted imaging findings of mucinous carcinoma arising in the ano-rectal region: comparison of apparent diffusion coefficient with that of tubular adenocarcinoma.
24954622,2014,10.1586/17474124.2014.906898,,MR imaging for rectal cancer: the role in staging the primary and response to neoadjuvant therapy.
34083312,2021,10.21873/anticanres.15103,,Comparison of Risk Factors for Locally Advanced Lower Rectal Cancer Recurrence Evaluated by Magnetic Resonance Imaging and Pathological Factors Analysed by Longitudinal Slicing Method.
31801316,2020,10.4143/crt.2019.249,PMC7176960,Association of Body Composition with Long-Term Survival in Non-metastatic Rectal Cancer Patients.
27215513,2016,,,[Robotic surgery for colorectal cancer in elderly patients].
30116024,2018,10.1038/s41416-018-0209-4,PMC6173784,A prospective phase II study of pre-operative chemotherapy then short-course radiotherapy for high risk rectal cancer: COPERNICUS.
27055486,2016,10.3109/0284186X.2016.1156738,,Adaptive radiotherapy strategies for pelvic tumors - a systematic review of clinical implementations.
33813405,2021,10.21873/anticanres.14966,,"Treatment Volume, Dose Prescription and Delivery Techniques for Dose-intensification in Rectal Cancer: A National Survey."
31955995,2020,10.1016/j.ejso.2019.07.012,,The impact of total neo-adjuvant treatment on nonoperative management in patients with locally advanced rectal cancer: The evaluation of 66 cases.
20632294,2010,10.1002/bjs.7171,,Comparison of magnetic resonance imaging-fluorodeoxyglucose positron emission tomography fusion with pathological staging in rectal cancer (Br J Surg 2010; 97: 266-268).
25796796,2014,,,[18F-FPRGD2 PET/CT imaging of integrin αVβ3].
20574091,2010,10.1148/radiol.10090725,,Absence of tumor invasion into pelvic structures in locally recurrent rectal cancer: prediction with preoperative MR imaging.
16844933,2006,10.1148/rg.264055166,,Evaluation of benign and malignant rectal lesions with CT colonography and endoscopic correlation.
