PMID,Year,DOI,PMC,Title,Source,Status,Route,Attempts,LastError,PDFPath
21720869,2011,10.1007/s00268-011-1181-9,PMC3152708,Multidisciplinary discussion and management of rectal cancer: a population-based study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21720869.pdf
21735351,2012,10.1007/s12029-011-9302-0,,Dilated SMV in colon cancer--is there any significance.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21735351.pdf
21762353,2012,10.1111/j.1463-1318.2011.02722.x,,The clinical significance of radiologically detected indeterminate pulmonary nodules in colorectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21762353.pdf
21767192,2011,10.3109/0284186X.2011.577806,,Deformable image registration for contour propagation from CT to cone-beam CT scans in radiotherapy of prostate cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21767192.pdf
21792197,2011,10.1038/bjc.2011.274,PMC3170972,FDG-PET metabolic response predicts outcomes in anal cancer managed with chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21792197.pdf
21847638,2012,10.1007/s00261-011-9789-7,,Colorectal cancer: prognostic role of 18F-FDG-PET/CT.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21847638.pdf
21848731,2011,10.1111/j.1463-1318.2011.02717.x,,Commentary: MRI should not predict histopathological involved margins.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21848731.pdf
21851185,2011,10.3109/0284186X.2011.582880,,Concomitant boost radiotherapy and multidrug chemotherapy in the neoadjuvant treatment of locally advanced rectal cancer: results of a phase II study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21851185.pdf
21856181,2011,10.1016/j.jamcollsurg.2011.07.020,,"Pushing the envelope beyond a centimeter in rectal cancer: oncologic implications of close, but negative margins.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21856181.pdf
21876084,2011,10.1200/JCO.2011.34.9068,,Magnetic resonance imaging-detected tumor response for locally advanced rectal cancer predicts survival outcomes: MERCURY experience.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21876084.pdf
21892038,2011,10.1097/RLU.0b013e318219b507,,F-18 FDG PET/CT in rectal carcinoma: where are we now?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21892038.pdf
21892288,2008,10.4137/cmo.s370,PMC3161666,The Relationship Between MR Demonstration of Extramural Venous Invasion and Nodal Disease in Rectal Cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21892288.pdf
21913017,2012,10.1245/s10434-011-2036-1,,Adverse features on rectal MRI identify a high-risk group that may benefit from more intensive preoperative staging and treatment.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21913017.pdf
21918654,2009,10.1136/bcr.11.2008.1191,PMC3030094,Sclerosing angiomatoid nodular transformation of the spleen presenting as a rapidly growing tumour in a patient with rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
21940536,2011,10.2214/AJR.10.6225,,CT colonography in patients who have undergone sigmoid colostomy: a feasibility study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_21940536.pdf
21951893,2011,,,Robotic-assisted laparoscopic surgery of the colon and rectum: a literature review.,50,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22002269,2011,10.1097/SLE.0b013e31822b0dcb,,Pelvic anatomy as a factor in laparoscopic rectal surgery: a prospective study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22002269.pdf
22004599,2011,10.1186/1748-717X-6-138,PMC3214185,Clinical application of CT-guided (125)I seed interstitial implantation for local recurrent rectal carcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22004599.pdf
22040541,2011,,,Simultaneous laparoscopic excision for rectal carcinoma and synchronous hepatic metastasis.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22086847,2012,10.1002/cncr.26644,,Accuracy of positron emission tomography/computed tomography and clinical assessment in the detection of complete rectal tumor regression after neoadjuvant chemoradiation: long-term results of a prospective trial (National Clinical Trial 00254683).,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22086847.pdf
22087309,2011,10.1371/journal.pone.0027402,PMC3210168,Lymphangiogenesis in regional lymph nodes is an independent prognostic marker in rectal cancer patients after neoadjuvant treatment.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22087309.pdf
22099033,2012,10.1016/j.ijrobp.2011.07.017,,Diffusion-weighted magnetic resonance imaging in monitoring rectal cancer response to neoadjuvant chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22099033.pdf
22109290,2011,10.2214/AJR.11.6508,,Reproducibility of depth of extramural tumor spread and distance to circumferential resection margin at rectal MRI: enhancement of clinical guidelines for neoadjuvant therapy.,50,done,scihub:doi,1,,pdfs_sample\PMID_22109290.pdf
22130088,2012,10.1016/j.acra.2011.10.019,,Usefulness of perfusion CT to assess response to neoadjuvant combined chemoradiotherapy in patients with locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22130088.pdf
22143991,2012,10.1055/s-0030-1256875,,"Double-balloon endoscopy versus magnet-imaging enhanced colonoscopy for difficult colonoscopies, a randomized study.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22143991.pdf
22161766,2012,10.1002/mc.21849,,"Association of the miR-146aC>G, 149C>T, 196a2C>T, and 499A>G polymorphisms with colorectal cancer in the Korean population.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22161766.pdf
22173559,2012,10.1007/s11604-011-0023-x,,Diffusion-weighted imaging findings of mucinous carcinoma arising in the ano-rectal region: comparison of apparent diffusion coefficient with that of tubular adenocarcinoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22173559.pdf
22173716,2012,10.1007/s00384-011-1388-0,,A prospective analysis of patient outcome following treatment of T3 rectal cancer with neo-adjuvant chemoradiotherapy and transanal excision.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22173716.pdf
22194028,2012,10.1007/s00066-011-0003-1,,Time management in radiation oncology: development and evaluation of a modular system based on the example of rectal cancer treatment. The DEGRO-QUIRO trial.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22194028.pdf
22199304,2011,,,Feasibility of image-guided radiotherapy based on tomotherapy for the treatment of locally advanced anal carcinoma.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22208962,2012,10.1016/j.crad.2011.10.030,,PET/CT in anal cancer - is it worth doing?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22208962.pdf
22212742,2012,10.1159/000334702,,Flexible sigmoidoscopy does not significantly increase polyp and cancer detection yield when used to supplement CT colonography.,50,done,scihub:doi,1,,pdfs_sample\PMID_22212742.pdf
22247081,2012,10.1002/jmri.23513,,Evaluation of lymph node metastases: comparison of gadofluorine M-enhanced MRI and diffusion-weighted MRI in a rabbit VX2 rectal cancer model.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22247081.pdf
22248062,2012,10.3109/0284186X.2011.652740,,High-dose radiotherapy (60 Gy) with oral UFT/folinic acid and escalating doses of oxaliplatin in patients with non-resectable locally advanced rectal cancer (LARC): a phase I trial.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22248062.pdf
22271205,2012,10.1245/s10434-011-2210-5,,"Diagnostic accuracy of MRI for assessment of T category, lymph node metastases, and circumferential resection margin involvement in patients with rectal cancer: a systematic review and meta-analysis.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22271205.pdf
22339762,2012,10.1111/j.1463-1318.2012.02994.x,,Retrorectal tumours: optimization of surgical approach and outcome.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22339762.pdf
22342301,2012,10.1016/j.ijrobp.2011.11.074,,Development of a standardized method for contouring the lumbosacral plexus: a preliminary dosimetric analysis of this organ at risk among 15 patients treated with intensity-modulated radiotherapy for lower gastrointestinal cancers and the incidence of radiation-induced lumbosacral plexopathy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22342301.pdf
22395978,2012,10.1245/s10434-012-2248-z,,Predicting pathological response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer using 18FDG-PET/CT.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22395978.pdf
22426259,2012,10.1097/DCR.0b013e31824678e3,PMC3546551,Pretreatment high-resolution rectal MRI and treatment response to neoadjuvant chemoradiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22426259.pdf
22512246,2012,10.3109/03009734.2012.658974,PMC3339554,Multidisciplinary treatment of patients with rectal cancer: Development during the past decades and plans for the future.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22512246.pdf
22526897,2012,10.1245/s10434-012-2309-3,,Comparison of magnetic resonance imaging and histopathological response to chemoradiotherapy in locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22526897.pdf
22539154,2012,10.1002/bjs.8732,,Critical appraisal of the 'wait and see' approach in rectal cancer for clinical complete responders after chemoradiation.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22539154.pdf
22580120,2012,10.1016/j.ijrobp.2012.01.096,,Optimal timing for assessment of tumor response to neoadjuvant chemoradiation in patients with rectal cancer: do all patients benefit from waiting longer than 6 weeks?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22580120.pdf
22582048,2012,10.2967/jnumed.112.105338,,"Oncologic PET/MRI, part 1: tumors of the brain, head and neck, chest, abdomen, and pelvis.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22582048.pdf
22773935,2012,10.1007/s12328-012-0304-7,PMC3382280,Chylous ascites occurring after low anterior resection of the rectum successfully treated with an oral fat-free elemental diet (Elental(®)).,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22798154,2012,10.4261/1305-3825.DIR.5755-12.1,,Can diffusion-weighted MRI determine complete responders after neoadjuvant chemoradiation for locally advanced rectal cancer?,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22818280,2012,10.1016/j.surge.2011.06.002,,The value of whole colonic imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22818280.pdf
22820704,2013,10.1007/s00464-012-2466-2,,Outcome of laparoscopic colectomy for cancer in elderly patients.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
22864760,2012,10.1007/s13304-012-0168-x,,Surgical excision of developmental retrorectal cysts: results with long-term follow-up from a single institution.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22864760.pdf
22874603,2012,10.1097/DCR.0b013e31825fb5ff,,Permanent end-sigmoid colostomy through the extraperitoneal route prevents parastomal hernia after laparoscopic abdominoperineal resection.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22874603.pdf
22892379,2012,10.1016/j.gene.2012.07.059,,Programmed death-1 gene polymorphism (PD-1.5 C/T) is associated with colon cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22892379.pdf
22903432,2012,10.1007/s00104-012-2361-3,,[Exact assessment of the circumferential resection margin in rectal cancer using MRI].,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22903432.pdf
22958479,2013,10.1111/codi.12008,,Preoperative neutrophil to lymphocyte ratio >5 is a prognostic factor for recurrent colorectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22958479.pdf
22966308,2010,10.3892/ol_00000063,PMC3436337,Evaluation of patients with clinically detected recurrence of rectal carcinoma: Current practice patterns of colorectal surgeons.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22966308.pdf
22968054,2012,10.1097/LGT.0b013e31825d2d7a,,Anal intraepithelial lesions in women with human papillomavirus-related disease.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22968054.pdf
22970381,2012,10.5402/2012/648183,PMC3437282,Progress in rectal cancer treatment.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_22970381.pdf
22993703,2012,10.3393/jksc.2012.28.4.179,PMC3440486,An update on preoperative radiotherapy for locally advanced rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
23011550,2013,10.1007/s00261-012-9958-3,,"Anal carcinoma: FDG PET/CT in staging, response evaluation, and follow-up.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23011550.pdf
23026928,2012,10.1097/PAS.0b013e318263207c,,Objective quantification of the Ki67 proliferative index in neuroendocrine tumors of the gastroenteropancreatic system: a comparison of digital image analysis with manual methods.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23026928.pdf
23027623,2012,10.1093/carcin/bgs305,PMC3510742,MAP kinase genes and colon and rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23027623.pdf
23057495,2013,10.1111/cas.12041,PMC7657105,Phase II study of preoperative chemoradiation with S-1 plus oxaliplatin in patients with locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23057495.pdf
23089477,2013,10.1016/j.biopha.2012.08.002,,Morphogenetic events in the perinodal connective tissue in a metastatic cancer model.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23089477.pdf
23104550,2013,10.1007/s10151-012-0910-x,,Intraoperative anastomotic dye test significantly decreases incidence of anastomotic leaks in patients undergoing resection for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23104550.pdf
23116418,2013,10.3109/0284186X.2012.733075,,Gastrointestinal stromal tumors (GISTs) express somatostatin receptors and bind radiolabeled somatostatin analogs.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23116418.pdf
23147996,2013,10.1158/1078-0432.CCR-12-2392,,The severity of neural invasion is associated with shortened survival in colon cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23147996.pdf
23207940,2012,10.1159/000342037,,Multivisceral resection for T4 or recurrent colorectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23207940.pdf
23221790,2012,10.6004/jnccn.2012.0158,,Rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23221790.pdf
23238383,2012,10.1097/SLE.0b013e31826d67e4,,A novel approach for the resection of low rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23238383.pdf
23242038,2013,10.1097/RLU.0b013e3182639a58,,New application of dual point 18F-FDG PET/CT in the evaluation of neoadjuvant chemoradiation response of locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23242038.pdf
23336255,2013,10.3109/0284186X.2012.754989,,Clinical validation of atlas-based auto-segmentation of pelvic volumes and normal tissue in rectal tumors using auto-segmentation computed system.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23336255.pdf
23371446,2013,10.1007/s11912-013-0296-6,,Anal cancer: are we making progress?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23371446.pdf
23397821,2012,10.1080/00015458.2012.11680864,,Clinical applications of FDG-probe guided surgery.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23397821.pdf
23420438,2013,10.1007/s00280-013-2114-0,,Clinical implications of initial FDG-PET/CT in locally advanced rectal cancer treated with neoadjuvant chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23420438.pdf
23436067,2013,10.1007/s00259-013-2341-y,,¹⁸F-FDG PET/CT-based treatment response evaluation in locally advanced rectal cancer: a prospective validation of long-term outcomes.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23436067.pdf
23436074,2013,10.1007/s00259-013-2367-1,,The emerging role of FDG PET/CT in rectal cancer management: is it time to use the technique for early prognostication?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23436074.pdf
23474523,2013,,,Pelvic magnetic resonance imaging for rectal cancer in a provincial centre: time to follow the standards?,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
23516072,2013,10.1007/s00384-013-1676-y,,Is there a benefit in using magnetic resonance imaging in the prediction of preoperative neoadjuvant therapy response in locally advanced rectal cancer?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23516072.pdf
23652745,2013,10.1097/DCR.0b013e3182812bec,,"Clinical, MRI, and PET-CT criteria used by surgeons to determine suitability for pelvic exenteration surgery for recurrent rectal cancers: a Delphi study.",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23652745.pdf
23667205,2013,10.6004/jnccn.2013.0071,,Multidisciplinary management of locally advanced rectal cancer: neoadjuvant approaches.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23667205.pdf
23723012,2014,10.1002/jmri.24172,,Intravoxel incoherent motion (IVIM) MR imaging of colorectal liver metastases: are we only looking at tumor necrosis?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23723012.pdf
23736888,2013,10.1007/s00261-013-0012-x,,Painful pelvic recurrence of rectal cancer: percutaneous radiofrequency ablation treatment.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23736888.pdf
23790770,2013,10.1016/j.ijrobp.2013.05.004,,Feasibility of an adaptive strategy in preoperative radiochemotherapy for rectal cancer with image-guided tomotherapy: boosting the dose to the shrinking tumor.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23790770.pdf
23801777,2013,10.1148/radiol.13122833,,Patients who undergo preoperative chemoradiotherapy for locally advanced rectal cancer restaged by using diagnostic MR imaging: a systematic review and meta-analysis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23801777.pdf
23808225,2013,,,[Immediate and five-year results of application of preoperative oily chemoembolization of rectal arteries in complex treatment of the loco-regional rectal cancer].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
23813333,2013,10.1007/s11307-013-0663-6,,"Response to the letter to the editor regarding the manuscript entitled ""positron emission tomography with [(18)F]-3'-deoxy-3'fluorothymidine (FLT) as a predictor of outcome in patients with locally advanced resectable rectal cancer: a pilot study"".",1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23813333.pdf
23821022,2013,10.1007/s00330-013-2952-5,,Diffusion-weighted MR imaging in primary rectal cancer staging demonstrates but does not characterise lymph nodes.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23821022.pdf
23832319,2013,10.1007/s00330-013-2956-1,,Locally advanced rectal cancer: is diffusion weighted MRI helpful for the identification of complete responders (ypT0N0) after neoadjuvant chemoradiation therapy?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23832319.pdf
23934972,2014,10.1002/ijc.28429,PMC7706351,STAT3 inhibition sensitizes colorectal cancer to chemoradiotherapy in vitro and in vivo.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23934972.pdf
23939848,2013,10.1002/bjs.9225,,Extent and completeness of mesorectal excision evaluated by postoperative magnetic resonance imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23939848.pdf
23963871,2014,10.1245/s10434-013-3216-y,,Selective lateral pelvic lymph node dissection in patients with advanced low rectal cancer treated with preoperative chemoradiotherapy based on pretreatment imaging.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_23963871.pdf
24016824,2013,10.1016/j.ejrad.2013.08.007,,Apparent diffusion coefficient for discriminating metastatic from non-metastatic lymph nodes in primary rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24016824.pdf
24026540,2013,10.1093/annonc/mdt368,,Unexpected toxicity of cetuximab combined with conventional chemoradiotherapy in patients with locally advanced anal cancer: results of the UNICANCER ACCORD 16 phase II trial.,50,done,scihub:doi,1,,pdfs_sample\PMID_24026540.pdf
24043578,2014,10.1007/s10151-013-1048-1,,Safety and factors contributing to the difficulty of laparoscopic surgery for rectal cancer treated with preoperative chemoradiotherapy.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24043578.pdf
24068404,2013,,,Microanatomic aspects of arterial blood supply in rectal carcinomas--predictive models.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24104998,2013,10.1097/DCR.0b013e3182a53568,,High-resolution anoscopy: clinical features of anal intraepithelial neoplasia in HIV-positive men.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24104998.pdf
24146338,2013,10.1007/s11605-013-2350-y,,Lesions originating within the retrorectal space: a diverse group requiring individualized evaluation and surgery.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24146338.pdf
24159403,2013,10.1155/2013/794642,PMC3789283,Multifocal extranodal involvement of diffuse large B-cell lymphoma.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24159403.pdf
24159637,2013,10.12968/hmed.2013.74.7.377,,LOREC: the English Low Rectal Cancer National Development Programme.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24159637.pdf
24172167,2014,10.1177/1553350613507145,,Development and clinical implementation of a hemostatic balloon device for rectal cancer surgery.,both,done,scihub:doi,1,,pdfs_sample_1000\PMID_24172167.pdf
24239243,2014,10.1016/j.radonc.2013.10.026,,Preoperative intensity-modulated and image-guided radiotherapy with a simultaneous integrated boost in locally advanced rectal cancer: report on late toxicity and outcome.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24239243.pdf
24265562,2013,10.3348/kjr.2013.14.6.878,PMC3835634,Perfusion parameters of dynamic contrast-enhanced magnetic resonance imaging in patients with rectal cancer: correlation with microvascular density and vascular endothelial growth factor expression.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24265562.pdf
24276776,2014,10.1200/JCO.2012.45.3258,,Preoperative magnetic resonance imaging assessment of circumferential resection margin predicts disease-free survival and local recurrence: 5-year follow-up results of the MERCURY study.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24276776.pdf
24307571,2014,10.1002/jmri.24387,,Dynamic contrast-enhanced MRI to evaluate the therapeutic response to neoadjuvant chemoradiation therapy in locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24307571.pdf
24326828,2014,10.1007/s10151-013-1099-3,,Mucinous carcinoma of the rectum: a distinct clinicopathological entity.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24326828.pdf
24396496,2014,10.7150/jca.7987,PMC3881219,Current approaches and challenges for monitoring treatment response in colon and rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24396496.pdf
24415852,2014,10.3748/wjg.v20.i1.1,PMC3885997,Advances in radiotherapy and targeted therapies for rectal cancer.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24470062,2014,10.1007/s11605-014-2463-y,,Feasibility of single-port laparoscopic surgery for sigmoid colon and rectal cancers and preoperative assessment of operative difficulty.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24470062.pdf
24484935,2014,10.1186/1477-7819-12-26,PMC3912933,The role of 18F-fluorodeoxyglucose positron emission tomography/computed tomography in the primary staging of rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24484935.pdf
24511597,2014,,,[Rectal cancer--a combination of MRT and PET allows accurate diagnosis of recurrence].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24606849,2014,10.1016/j.ijrobp.2013.12.028,PMC4028157,Five fractions of radiation therapy followed by 4 cycles of FOLFOX chemotherapy as preoperative treatment for rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24606849.pdf
24629807,2013,,PMC3926475,Treatment of lateral pelvic nodes metastases from rectal cancer: the future prospective.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24646719,2014,10.1016/j.ejrad.2014.02.007,,Rectal tumour volume (GTV) delineation using T2-weighted and diffusion-weighted MRI: Implications for radiotherapy planning.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24646719.pdf
24647108,2014,10.5582/bst.8.11,,Prediction of response to preoperative chemoradiotherapy in patients with locally advanced rectal cancer.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24647108.pdf
24649029,2013,10.3892/br.2013.134,PMC3917732,Association of methylenetetrahydrofolate reductase C677T and A1298C polymorphisms with colorectal cancer risk: A meta-analysis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24649029.pdf
24651959,2014,10.1007/s00384-014-1851-9,,Analysis of conversion factors in robotic-assisted rectal cancer surgery.,both,done,scihub:doi,1,,pdfs_sample_1000\PMID_24651959.pdf
24661656,2014,10.1016/j.ijrobp.2014.01.014,,Intraoperative radiation therapy reduces local recurrence rates in patients with microscopically involved circumferential resection margins after resection of locally advanced rectal cancer.,50,done,scihub:doi,1,,pdfs_sample\PMID_24661656.pdf
24664891,2014,10.1002/pon.3517,,Living with the physical and mental consequences of an ostomy: a study among 1-10-year rectal cancer survivors from the population-based PROFILES registry.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24664891.pdf
24672298,2014,10.1155/2014/196068,PMC3932262,Diagnostic performance of positron emission tomography/computed tomography using fluorine-18 fluorodeoxyglucose in detecting locoregional nodal involvement in patients with anal canal cancer: a systematic review and meta-analysis.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24672298.pdf
24674478,2013,10.1016/j.prro.2013.01.040,,Molecular Imaging FDG-PET/CT Response to Neoadjuvant Oxaliplatin and Chemoradiation in Rectal Cancer as Prognostic Factor in Surveillance.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24674478.pdf
24686249,2014,10.1097/MNM.0000000000000120,,Are PREDIST criteria better than PERCIST criteria as a PET predictor of preoperative treatment response in rectal cancer?,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24686249.pdf
24702293,2014,,,[Evaluation of safe resection margins in rectal carcinoma].,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24751125,2014,10.1111/ans.12409,,Accuracy of magnetic resonance imaging for preoperative staging of rectal cancer.,50,done,scihub:doi,1,,pdfs_sample\PMID_24751125.pdf
24760269,2014,10.1007/s00259-014-2752-4,,Integrated ¹⁸F-FDG PET/perfusion CT for the monitoring of neoadjuvant chemoradiotherapy in rectal carcinoma: correlation with histopathology.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24760269.pdf
24762502,2014,10.4103/0973-1482.131465,,Influence of the intravenous contrast media on treatment planning dose calculations of lower esophageal and rectal cancers.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24762502.pdf
24766302,2014,10.3109/07357907.2014.907420,,External beam radiotherapy ± chemotherapy in the treatment of anal canal cancer: a single-institute long-term experience on 100 patients.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24766302.pdf
24778655,2014,10.1155/2014/235930,PMC3977490,Matching biological mesh and negative pressure wound therapy in reconstructing an open abdomen defect.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24778655.pdf
24802250,2014,10.1097/MEG.0000000000000116,,Management of rectal cancer in France in a well-defined population.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24802250.pdf
24848820,2014,10.2214/AJR.13.11311,,Prognostic stratification by extramural depth of tumor invasion of primary rectal cancer based on the Radiological Society of North America proposal.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24848820.pdf
24852859,2014,10.1177/030089161410000207,,Tumor volume reduction assessed by planning computed tomography in patients with rectal cancer during preoperative chemoradiation: impact of residual tumor volume on the prediction of pathologic tumor regression.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24852859.pdf
24914419,2014,10.3978/j.issn.2223-4292.2014.01.02,PMC4032916,Diagnostic accuracy of MR imaging to identify and characterize focal liver lesions: comparison between gadolinium and superparamagnetic iron oxide contrast media.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24922690,2014,,,Short-term clinical outcomes of postoperative intrapelvic bleeding after extended pelvic surgery: a single institute experience.,1000,not_found,scihub:title,1,scihub:title: 404/空响应（文献未收录）,
24925354,2014,10.1007/s10151-014-1172-6,,Surgical strategies in the management of recurrent retrorectal tumours.,1000,done,scihub:doi,1,,pdfs_sample_1000\PMID_24925354.pdf
