PMID,SourceRoute,License,LicenseStatus
17706310,,unverified,unverified
17707268,,unverified,unverified
17707278,,unverified,unverified
17714925,scihub:doi,unverified,unverified
17718429,,unverified,unverified
17720346,,unverified,unverified
17726666,,unverified,unverified
17729365,,unverified,unverified
17764215,scihub:title,unverified,unverified
17764532,,unverified,unverified
17785976,scihub:doi,unverified,unverified
17805938,scihub:doi,unverified,unverified
17824977,,unverified,unverified
17851843,,unverified,unverified
17851844,,unverified,unverified
17852882,,unverified,unverified
17870428,scihub:doi,unverified,unverified
17875605,scihub:title,unverified,unverified
17882033,,unverified,unverified
17882490,,unverified,unverified
17883838,scihub:doi,unverified,unverified
17897858,,unverified,unverified
17904302,,unverified,unverified
17906203,,unverified,unverified
17919842,,unverified,unverified
17925552,,unverified,unverified
17929253,,unverified,unverified
17931170,,unverified,unverified
17931795,scihub:doi,unverified,unverified
17932879,scihub:doi,unverified,unverified
17933000,,unverified,unverified
17940397,scihub:title,unverified,unverified
17944565,,unverified,unverified
17946656,scihub:doi,unverified,unverified
17957502,,unverified,unverified
17963247,,unverified,unverified
17967848,scihub:doi,unverified,unverified
17968942,,unverified,unverified
17972513,scihub:title,unverified,unverified
17974136,scihub:title,unverified,unverified
17975715,,unverified,unverified
17977436,,unverified,unverified
17987042,,unverified,unverified
17988027,,unverified,unverified
17996387,,unverified,unverified
18006762,scihub:doi,unverified,unverified
18024876,scihub:title,unverified,unverified
18028468,,unverified,unverified
18032027,,unverified,unverified
18035281,,unverified,unverified
18039560,scihub:doi,unverified,unverified
18043092,,unverified,unverified
18043344,,unverified,unverified
18043346,scihub:doi,unverified,unverified
18049501,,unverified,unverified
18049504,scihub:title,unverified,unverified
18055851,,unverified,unverified
18057989,,unverified,unverified
18058183,,unverified,unverified
18061692,,unverified,unverified
18062575,,unverified,unverified
18065894,scihub:doi,unverified,unverified
18065927,scihub:doi,unverified,unverified
18070703,scihub:doi,unverified,unverified
18072509,scihub:doi,unverified,unverified
18077538,scihub:doi,unverified,unverified
18083137,,unverified,unverified
18147726,,unverified,unverified
18154769,,unverified,unverified
18163173,,unverified,unverified
18164156,scihub:title,unverified,unverified
18164860,,unverified,unverified
18165939,scihub:doi,unverified,unverified
18166881,,unverified,unverified
18167002,,unverified,unverified
18175167,,unverified,unverified
18178364,,unverified,unverified
18191265,,unverified,unverified
18194507,,unverified,unverified
18194882,scihub:doi,unverified,unverified
18195379,scihub:doi,unverified,unverified
18202407,,unverified,unverified
18207667,,unverified,unverified
18215195,scihub:doi,unverified,unverified
18227541,,unverified,unverified
18227560,scihub:doi,unverified,unverified
18238920,,unverified,unverified
18251142,scihub:title,unverified,unverified
18269488,scihub:doi,unverified,unverified
18279621,,unverified,unverified
18294894,scihub:doi,unverified,unverified
18300204,,unverified,unverified
18306798,,unverified,unverified
18318754,,unverified,unverified
18337684,,unverified,unverified
18338164,,unverified,unverified
18344075,,unverified,unverified
18344079,,unverified,unverified
18347028,,unverified,unverified
18348002,,unverified,unverified
18349840,,unverified,unverified
18359603,,unverified,unverified
18362627,,unverified,unverified
18376220,scihub:title,unverified,unverified
18386239,,unverified,unverified
18393156,,unverified,unverified
18407433,,unverified,unverified
18418016,,unverified,unverified
18418564,,unverified,unverified
18424814,scihub:doi,unverified,unverified
18426969,,unverified,unverified
18429040,,unverified,unverified
18430843,,unverified,unverified
18439252,,unverified,unverified
18443874,,unverified,unverified
18447066,,unverified,unverified
18449608,,unverified,unverified
18453023,scihub:doi,unverified,unverified
18453024,,unverified,unverified
18459006,,unverified,unverified
18461399,,unverified,unverified
18461419,,unverified,unverified
18468332,,unverified,unverified
18472440,scihub:title,unverified,unverified
18477800,,unverified,unverified
18478469,scihub:title,unverified,unverified
18479600,,unverified,unverified
18485646,,unverified,unverified
18486882,,unverified,unverified
18495376,,unverified,unverified
18497508,scihub:doi,unverified,unverified
18504168,scihub:title,unverified,unverified
18504761,scihub:title,unverified,unverified
18509660,,unverified,unverified
18510028,,unverified,unverified
18513192,,unverified,unverified
18513197,,unverified,unverified
18513200,scihub:doi,unverified,unverified
18514785,scihub:doi,unverified,unverified
18515979,,unverified,unverified
18524026,,unverified,unverified
18528924,,unverified,unverified
18534701,scihub:doi,unverified,unverified
18550578,,unverified,unverified
18551725,,unverified,unverified
18556143,,unverified,unverified
18559449,scihub:title,unverified,unverified
18577865,,unverified,unverified
18581174,,unverified,unverified
18607875,,unverified,unverified
18617780,scihub:doi,unverified,unverified
18619221,,unverified,unverified
18619834,,unverified,unverified
18624816,scihub:doi,unverified,unverified
18633624,,unverified,unverified
18637927,scihub:doi,unverified,unverified
18637930,,unverified,unverified
18637934,scihub:doi,unverified,unverified
18648259,,unverified,unverified
18654902,,unverified,unverified
18661433,,unverified,unverified
18662240,scihub:doi,unverified,unverified
18667357,,unverified,unverified
18679757,,unverified,unverified
18685854,,unverified,unverified
18686467,,unverified,unverified
18690619,,unverified,unverified
18715510,scihub:doi,unverified,unverified
18716841,,unverified,unverified
18722050,scihub:doi,unverified,unverified
18723850,scihub:title,unverified,unverified
18748185,,unverified,unverified
18773692,,unverified,unverified
18777715,,unverified,unverified
18782078,,unverified,unverified
18782650,scihub:doi,unverified,unverified
18795673,scihub:title,unverified,unverified
18810451,,unverified,unverified
18812273,scihub:doi,unverified,unverified
18813813,,unverified,unverified
18922649,scihub:doi,unverified,unverified
18941094,scihub:doi,unverified,unverified
18951131,,unverified,unverified
18953549,,unverified,unverified
18954720,scihub:doi,unverified,unverified
18956704,scihub:title,unverified,unverified
18975692,,unverified,unverified
18996269,,unverified,unverified
19015468,,unverified,unverified
19015921,,unverified,unverified
19016024,,unverified,unverified
19020255,scihub:doi,unverified,unverified
19026951,,unverified,unverified
19027272,,unverified,unverified
19029193,scihub:doi,unverified,unverified
19031179,scihub:title,unverified,unverified
19031952,scihub:title,unverified,unverified
19036679,scihub:title,unverified,unverified
19036681,,unverified,unverified
19036690,,unverified,unverified
19048280,,unverified,unverified
19051813,,unverified,unverified
19058413,scihub:title,unverified,unverified
19063642,,unverified,unverified
19068189,,unverified,unverified
19069694,scihub:title,unverified,unverified
19076836,,unverified,unverified
19080267,,unverified,unverified
19082673,,unverified,unverified
19090435,,unverified,unverified
19093594,,unverified,unverified
19098192,,unverified,unverified
19101955,scihub:title,unverified,unverified
19108010,,unverified,unverified
19117696,,unverified,unverified
19131180,,unverified,unverified
19140284,,unverified,unverified
19147305,scihub:doi,unverified,unverified
19148358,scihub:doi,unverified,unverified
19151566,,unverified,unverified
19153180,scihub:doi,unverified,unverified
19160364,scihub:doi,unverified,unverified
19166041,,unverified,unverified
19179029,scihub:doi,unverified,unverified
19181259,scihub:doi,unverified,unverified
19181409,,unverified,unverified
19188240,scihub:doi,unverified,unverified
19192666,,unverified,unverified
19212175,,unverified,unverified
19223408,,unverified,unverified
19231097,,unverified,unverified
19231109,scihub:title,unverified,unverified
19231466,,unverified,unverified
19241000,,unverified,unverified
19244043,,unverified,unverified
19249188,,unverified,unverified
19269520,,unverified,unverified
19274469,,unverified,unverified
19279414,,unverified,unverified
19282157,,unverified,unverified
19289265,scihub:doi,unverified,unverified
19292776,,unverified,unverified
19293770,,unverified,unverified
19295245,scihub:doi,unverified,unverified
19300232,,unverified,unverified
19303243,scihub:doi,unverified,unverified
19317997,,unverified,unverified
19319116,scihub:doi,unverified,unverified
19325047,scihub:doi,unverified,unverified
19330178,scihub:title,unverified,unverified
19330746,,unverified,unverified
19336010,,unverified,unverified
19340959,scihub:doi,unverified,unverified
19350306,scihub:title,unverified,unverified
19350796,scihub:title,unverified,unverified
19350861,scihub:title,unverified,unverified
19370429,,unverified,unverified
19370430,,unverified,unverified
19375956,,unverified,unverified
19377268,scihub:doi,unverified,unverified
19381032,scihub:title,unverified,unverified
19387660,,unverified,unverified
19388124,,unverified,unverified
19391334,scihub:title,unverified,unverified
19394179,,unverified,unverified
19401962,scihub:doi,unverified,unverified
19403847,scihub:doi,unverified,unverified
19403848,,unverified,unverified
19403879,scihub:doi,unverified,unverified
19404067,,unverified,unverified
19407655,,unverified,unverified
19408213,,unverified,unverified
19409638,scihub:doi,unverified,unverified
19414926,,unverified,unverified
19415534,,unverified,unverified
19418587,,unverified,unverified
19419820,scihub:doi,unverified,unverified
19421112,,unverified,unverified
19423254,,unverified,unverified
19434532,,unverified,unverified
19438879,,unverified,unverified
19440794,scihub:title,unverified,unverified
19448512,,unverified,unverified
19453039,,unverified,unverified
19454365,,unverified,unverified
19486092,scihub:doi,unverified,unverified
19492703,,unverified,unverified
19502858,scihub:doi,unverified,unverified
19507600,scihub:title,unverified,unverified
19508531,scihub:doi,unverified,unverified
19538876,,unverified,unverified
19546598,,unverified,unverified
19548900,,unverified,unverified
19555388,,unverified,unverified
19566874,,unverified,unverified
19569177,scihub:doi,unverified,unverified
19571705,,unverified,unverified
19579194,,unverified,unverified
19579600,scihub:title,unverified,unverified
19580180,,unverified,unverified
19581856,,unverified,unverified
19581861,scihub:doi,unverified,unverified
19594606,,unverified,unverified
19595040,scihub:title,unverified,unverified
19596174,scihub:doi,unverified,unverified
19603224,,unverified,unverified
19617075,scihub:title,unverified,unverified
19618183,,unverified,unverified
19618244,,unverified,unverified
19621677,,unverified,unverified
19623508,scihub:doi,unverified,unverified
19632066,,unverified,unverified
19641928,scihub:doi,unverified,unverified
19646825,scihub:doi,unverified,unverified
19647949,,unverified,unverified
19651499,scihub:doi,unverified,unverified
19652930,scihub:title,unverified,unverified
19665323,scihub:doi,unverified,unverified
19670097,,unverified,unverified
19673227,,unverified,unverified
19674027,scihub:doi,unverified,unverified
19690484,,unverified,unverified
19690492,,unverified,unverified
19690550,,unverified,unverified
19691985,,unverified,unverified
19694323,,unverified,unverified
19696986,,unverified,unverified
19704368,,unverified,unverified
19708092,,unverified,unverified
19715805,,unverified,unverified
19722810,,unverified,unverified
19733445,scihub:doi,unverified,unverified
19746316,,unverified,unverified
19748693,,unverified,unverified
19754214,,unverified,unverified
19762192,,unverified,unverified
19763693,,unverified,unverified
19773672,scihub:doi,unverified,unverified
19774415,scihub:doi,unverified,unverified
19783415,scihub:doi,unverified,unverified
19789256,,unverified,unverified
19795398,,unverified,unverified
19800178,,unverified,unverified
19800704,scihub:doi,unverified,unverified
19810501,,unverified,unverified
19823904,,unverified,unverified
19847877,,unverified,unverified
19851766,,unverified,unverified
19851807,,unverified,unverified
19853396,scihub:doi,unverified,unverified
19858619,scihub:title,unverified,unverified
19863611,,unverified,unverified
19878515,,unverified,unverified
19886046,scihub:title,unverified,unverified
19888629,scihub:doi,unverified,unverified
19896229,,unverified,unverified
19925491,,unverified,unverified
19928065,scihub:doi,unverified,unverified
19931011,scihub:title,unverified,unverified
19934920,,unverified,unverified
19934921,,unverified,unverified
19949791,,unverified,unverified
19954526,,unverified,unverified
19957805,,unverified,unverified
19959077,scihub:doi,unverified,unverified
20002695,,unverified,unverified
20004532,,unverified,unverified
20011207,,unverified,unverified
20011572,,unverified,unverified
20012295,,unverified,unverified
20019139,,unverified,unverified
20021242,scihub:doi,unverified,unverified
20022073,,unverified,unverified
20033405,,unverified,unverified
20037199,scihub:title,unverified,unverified
20037306,,unverified,unverified
20037350,,unverified,unverified
20037351,scihub:title,unverified,unverified
20037377,,unverified,unverified
20064294,,unverified,unverified
20065174,,unverified,unverified
20070338,,unverified,unverified
20071306,,unverified,unverified
20080311,,unverified,unverified
20091320,,unverified,unverified
20093520,,unverified,unverified
20093522,scihub:title,unverified,unverified
20096534,,unverified,unverified
20100143,,unverified,unverified
20106720,scihub:title,unverified,unverified
20109633,,unverified,unverified
20109640,,unverified,unverified
20116114,,unverified,unverified
20117883,scihub:doi,unverified,unverified
20131015,,unverified,unverified
20137093,,unverified,unverified
20137718,,unverified,unverified
20151936,scihub:doi,unverified,unverified
20159662,scihub:title,unverified,unverified
20171812,,unverified,unverified
20172908,,unverified,unverified
20173478,scihub:doi,unverified,unverified
20173488,scihub:doi,unverified,unverified
20176406,scihub:title,unverified,unverified
20184635,,unverified,unverified
20189072,scihub:doi,unverified,unverified
20189426,scihub:doi,unverified,unverified
20202602,scihub:doi,unverified,unverified
20217256,scihub:doi,unverified,unverified
20223450,,unverified,unverified
20228331,,unverified,unverified
20231040,,unverified,unverified
20302028,,unverified,unverified
20362411,,unverified,unverified
20367556,scihub:title,unverified,unverified
20374623,scihub:doi,unverified,unverified
20378468,,unverified,unverified
20381276,scihub:title,unverified,unverified
20381798,scihub:doi,unverified,unverified
20385519,,unverified,unverified
20392380,scihub:title,unverified,unverified
20395841,,unverified,unverified
20400244,,unverified,unverified
20409773,scihub:doi,unverified,unverified
20439515,,unverified,unverified
20456470,,unverified,unverified
20457722,,unverified,unverified
20462989,,unverified,unverified
20464426,,unverified,unverified
20464746,scihub:doi,unverified,unverified
20464850,scihub:title,unverified,unverified
20472346,,unverified,unverified
20478003,scihub:doi,unverified,unverified
20480547,,unverified,unverified
20480741,,unverified,unverified
20489069,,unverified,unverified
20492729,,unverified,unverified
20496544,scihub:title,unverified,unverified
20500516,scihub:doi,unverified,unverified
20508375,,unverified,unverified
20512493,scihub:doi,unverified,unverified
20512547,,unverified,unverified
20526104,,unverified,unverified
20529363,,unverified,unverified
20541057,,unverified,unverified
20544208,,unverified,unverified
20545966,,unverified,unverified
20548275,,unverified,unverified
20551748,,unverified,unverified
20559636,,unverified,unverified
20574091,scihub:doi,unverified,unverified
20574705,scihub:title,unverified,unverified
20584585,scihub:doi,unverified,unverified
20586658,,unverified,unverified
20591608,scihub:doi,unverified,unverified
20594199,,unverified,unverified
20601343,scihub:title,unverified,unverified
20603854,scihub:doi,unverified,unverified
20605358,,unverified,unverified
20607023,,unverified,unverified
20607759,scihub:doi,unverified,unverified
20608947,,unverified,unverified
20614227,scihub:title,unverified,unverified
20618362,,unverified,unverified
20618363,scihub:doi,unverified,unverified
20618365,,unverified,unverified
20622646,scihub:doi,unverified,unverified
20626204,scihub:doi,unverified,unverified
20632294,scihub:doi,unverified,unverified
20644561,,unverified,unverified
20644606,,unverified,unverified
20646649,,unverified,unverified
20646849,,unverified,unverified
20656849,scihub:doi,unverified,unverified
20674203,scihub:doi,unverified,unverified
20676879,,unverified,unverified
20686401,,unverified,unverified
20686807,,unverified,unverified
20698387,,unverified,unverified
20698804,,unverified,unverified
20703471,,unverified,unverified
20706067,,unverified,unverified
20710108,scihub:title,unverified,unverified
20718013,,unverified,unverified
20724189,,unverified,unverified
20729116,scihub:doi,unverified,unverified
20730540,scihub:doi,unverified,unverified
20797891,,unverified,unverified
20801592,,unverified,unverified
20806130,,unverified,unverified
20821121,scihub:doi,unverified,unverified
20821218,scihub:doi,unverified,unverified
20832181,,unverified,unverified
20835770,scihub:doi,unverified,unverified
20843179,,unverified,unverified
20844966,,unverified,unverified
20845511,scihub:doi,unverified,unverified
20847032,,unverified,unverified
20847169,,unverified,unverified
20848224,,unverified,unverified
20850713,,unverified,unverified
20857528,,unverified,unverified
20872077,,unverified,unverified
20872193,scihub:doi,unverified,unverified
20880773,scihub:doi,unverified,unverified
20883955,,unverified,unverified
20883975,,unverified,unverified
20886551,,unverified,unverified
20920350,,unverified,unverified
20920369,,unverified,unverified
20922392,,unverified,unverified
20927778,,unverified,unverified
20936364,scihub:doi,unverified,unverified
20940606,scihub:doi,unverified,unverified
20942958,,unverified,unverified
20958913,scihub:doi,unverified,unverified
20970865,,unverified,unverified
20975554,scihub:title,unverified,unverified
20978768,,unverified,unverified
21040991,scihub:doi,unverified,unverified
21061012,,unverified,unverified
21069438,scihub:doi,unverified,unverified
21079140,,unverified,unverified
21091068,,unverified,unverified
21095071,,unverified,unverified
21104992,,unverified,unverified
21120781,,unverified,unverified
21122504,,unverified,unverified
21128000,scihub:doi,unverified,unverified
21128554,,unverified,unverified
21129639,,unverified,unverified
21129653,,unverified,unverified
21135417,,unverified,unverified
21135694,,unverified,unverified
21136101,,unverified,unverified
21155003,,unverified,unverified
21156411,,unverified,unverified
21159200,,unverified,unverified
21160584,scihub:doi,unverified,unverified
21160619,scihub:title,unverified,unverified
21160652,,unverified,unverified
21160775,,unverified,unverified
21160857,scihub:title,unverified,unverified
21161029,scihub:doi,unverified,unverified
21176986,,unverified,unverified
21185664,,unverified,unverified
21197735,scihub:title,unverified,unverified
21199435,,unverified,unverified
21207120,,unverified,unverified
21207164,,unverified,unverified
21221237,,unverified,unverified
21224553,,unverified,unverified
21224664,scihub:title,unverified,unverified
21225143,scihub:doi,unverified,unverified
21225363,,unverified,unverified
21232193,scihub:title,unverified,unverified
21233706,scihub:doi,unverified,unverified
21236593,,unverified,unverified
21237637,,unverified,unverified
21240647,scihub:doi,unverified,unverified
21251172,,unverified,unverified
21254020,,unverified,unverified
21254738,,unverified,unverified
21257837,,unverified,unverified
21263095,scihub:doi,unverified,unverified
21267531,scihub:title,unverified,unverified
21271227,scihub:doi,unverified,unverified
21274975,,unverified,unverified
21284128,scihub:title,unverified,unverified
21293242,,unverified,unverified
21295872,,unverified,unverified
21295874,,unverified,unverified
21298356,,unverified,unverified
21300505,,unverified,unverified
21304305,,unverified,unverified
21316666,scihub:doi,unverified,unverified
21322269,,unverified,unverified
21322272,scihub:title,unverified,unverified
21324800,scihub:doi,unverified,unverified
21327602,,unverified,unverified
21337749,scihub:title,unverified,unverified
21342509,scihub:doi,unverified,unverified
21342671,scihub:doi,unverified,unverified
21343320,,unverified,unverified
21347639,,unverified,unverified
21347783,,unverified,unverified
21362582,scihub:doi,unverified,unverified
21365477,,unverified,unverified
21377810,scihub:doi,unverified,unverified
21383559,,unverified,unverified
21385884,scihub:doi,unverified,unverified
21392896,,unverified,unverified
21398048,,unverified,unverified
21409805,,unverified,unverified
21422901,scihub:title,unverified,unverified
21424192,,unverified,unverified
21427305,,unverified,unverified
21431039,,unverified,unverified
21431040,,unverified,unverified
21455890,scihub:title,unverified,unverified
21463556,,unverified,unverified
21465308,,unverified,unverified
21467148,scihub:doi,unverified,unverified
21471751,,unverified,unverified
21474918,,unverified,unverified
21475011,,unverified,unverified
21476107,,unverified,unverified
21479914,,unverified,unverified
21480194,,unverified,unverified
21481722,,unverified,unverified
21497501,,unverified,unverified
21504379,,unverified,unverified
21509631,scihub:doi,unverified,unverified
21509856,,unverified,unverified
21510286,,unverified,unverified
21532870,scihub:title,unverified,unverified
21533959,,unverified,unverified
21533976,,unverified,unverified
21550200,scihub:doi,unverified,unverified
21571386,scihub:doi,unverified,unverified
21590453,,unverified,unverified
21614664,,unverified,unverified
21614690,scihub:title,unverified,unverified
21632132,,unverified,unverified
21633949,,unverified,unverified
21641122,scihub:doi,unverified,unverified
21645869,,unverified,unverified
21651775,,unverified,unverified
21657940,,unverified,unverified
21664810,,unverified,unverified
21669504,,unverified,unverified
21671218,scihub:title,unverified,unverified
21673229,,unverified,unverified
21674192,,unverified,unverified
21682101,,unverified,unverified
21689289,scihub:doi,unverified,unverified
21689294,,unverified,unverified
21689321,,unverified,unverified
21699690,,unverified,unverified
21700991,,unverified,unverified
21709956,,unverified,unverified
21710207,,unverified,unverified
21711061,,unverified,unverified
21713526,scihub:doi,unverified,unverified
21719244,,unverified,unverified
21720869,scihub:doi,unverified,unverified
21723637,,unverified,unverified
21724526,scihub:title,unverified,unverified
21735351,scihub:doi,unverified,unverified
21741509,scihub:doi,unverified,unverified
21751219,,unverified,unverified
21751285,,unverified,unverified
21757849,,unverified,unverified
21762353,scihub:doi,unverified,unverified
21762907,,unverified,unverified
21767192,scihub:doi,unverified,unverified
21767193,scihub:doi,unverified,unverified
21774795,,unverified,unverified
21775643,,unverified,unverified
21775880,,unverified,unverified
21787986,,unverified,unverified
21791907,,unverified,unverified
21792197,scihub:doi,unverified,unverified
21808871,,unverified,unverified
21810513,,unverified,unverified
21812896,,unverified,unverified
21821485,,unverified,unverified
21822946,,unverified,unverified
21825888,,unverified,unverified
21825902,,unverified,unverified
21826084,,unverified,unverified
21831177,,unverified,unverified
21845972,,unverified,unverified
21846762,,unverified,unverified
21847638,scihub:doi,unverified,unverified
21848731,scihub:doi,unverified,unverified
21851185,scihub:doi,unverified,unverified
21856136,,unverified,unverified
21856181,scihub:doi,unverified,unverified
21861224,,unverified,unverified
21864368,,unverified,unverified
21876084,scihub:doi,unverified,unverified
21880132,,unverified,unverified
21880512,,unverified,unverified
21890393,,unverified,unverified
21892038,scihub:doi,unverified,unverified
21892288,scihub:doi,unverified,unverified
21899709,,unverified,unverified
21903287,,unverified,unverified
21904140,,unverified,unverified
21904400,,unverified,unverified
21913017,scihub:doi,unverified,unverified
21918654,scihub:title,unverified,unverified
21926843,,unverified,unverified
21928408,scihub:title,unverified,unverified
21940536,scihub:doi,unverified,unverified
21943461,,unverified,unverified
21944529,,unverified,unverified
21951893,scihub:title,unverified,unverified
21962822,scihub:doi,unverified,unverified
21968247,,unverified,unverified
21971257,,unverified,unverified
21972697,,unverified,unverified
21973222,,unverified,unverified
21974841,,unverified,unverified
21980258,,unverified,unverified
21989997,,unverified,unverified
21991871,,unverified,unverified
21992351,,unverified,unverified
22001553,,unverified,unverified
22002269,scihub:doi,unverified,unverified
22004599,scihub:doi,unverified,unverified
22010028,,unverified,unverified
22014952,,unverified,unverified
22035634,,unverified,unverified
22040541,scihub:title,unverified,unverified
22065107,,unverified,unverified
22066511,,unverified,unverified
22067180,,unverified,unverified
22067400,,unverified,unverified
22075666,,unverified,unverified
22080392,,unverified,unverified
22082544,,unverified,unverified
22083350,,unverified,unverified
22086847,scihub:doi,unverified,unverified
22087309,scihub:doi,unverified,unverified
22098516,,unverified,unverified
22099033,scihub:doi,unverified,unverified
22101743,,unverified,unverified
22105772,,unverified,unverified
22109290,scihub:doi,unverified,unverified
22116715,,unverified,unverified
22116716,,unverified,unverified
22116717,,unverified,unverified
22116719,,unverified,unverified
22116720,,unverified,unverified
22126483,,unverified,unverified
22130088,scihub:doi,unverified,unverified
22137981,scihub:title,unverified,unverified
22143991,scihub:doi,unverified,unverified
22150079,,unverified,unverified
22161766,scihub:doi,unverified,unverified
22166739,,unverified,unverified
22167304,,unverified,unverified
22167723,scihub:title,unverified,unverified
22172376,,unverified,unverified
22172904,scihub:title,unverified,unverified
22173559,scihub:doi,unverified,unverified
22173716,scihub:doi,unverified,unverified
22190750,,unverified,unverified
22194028,scihub:doi,unverified,unverified
22195331,,unverified,unverified
22197192,scihub:doi,unverified,unverified
22199304,scihub:title,unverified,unverified
22200938,scihub:title,unverified,unverified
22202339,,unverified,unverified
22208962,scihub:doi,unverified,unverified
22212742,scihub:doi,unverified,unverified
22218157,,unverified,unverified
22218409,,unverified,unverified
22232997,,unverified,unverified
22234959,scihub:title,unverified,unverified
22239865,,unverified,unverified
22241246,,unverified,unverified
22247081,scihub:doi,unverified,unverified
22248062,scihub:doi,unverified,unverified
22249368,,unverified,unverified
22251438,,unverified,unverified
22259747,,unverified,unverified
22263924,,unverified,unverified
22270580,scihub:title,unverified,unverified
22271205,scihub:doi,unverified,unverified
22271382,,unverified,unverified
22273219,scihub:title,unverified,unverified
22280807,,unverified,unverified
22294527,,unverified,unverified
22297500,,unverified,unverified
22300562,,unverified,unverified
22339762,scihub:doi,unverified,unverified
22342301,scihub:doi,unverified,unverified
22347920,,unverified,unverified
22350190,,unverified,unverified
22355967,,unverified,unverified
22358383,,unverified,unverified
22362053,,unverified,unverified
22367706,,unverified,unverified
22371167,,unverified,unverified
22385923,,unverified,unverified
22390136,,unverified,unverified
22393973,,unverified,unverified
22395978,scihub:doi,unverified,unverified
22401917,,unverified,unverified
22401923,,unverified,unverified
22411939,,unverified,unverified
22422387,,unverified,unverified
22426259,scihub:doi,unverified,unverified
22426260,,unverified,unverified
22426263,,unverified,unverified
22427184,,unverified,unverified
22434494,,unverified,unverified
22438361,,unverified,unverified
22438364,,unverified,unverified
22438457,,unverified,unverified
22440247,,unverified,unverified
22442906,scihub:title,unverified,unverified
22444244,,unverified,unverified
22447461,scihub:doi,unverified,unverified
22448404,,unverified,unverified
22450150,scihub:title,unverified,unverified
22457192,,unverified,unverified
22457325,,unverified,unverified
22460631,,unverified,unverified
22469796,scihub:title,unverified,unverified
22471312,,unverified,unverified
22471450,,unverified,unverified
22473163,,unverified,unverified
22483697,,unverified,unverified
22490141,,unverified,unverified
22491045,scihub:title,unverified,unverified
22497434,,unverified,unverified
22497951,scihub:title,unverified,unverified
22498730,scihub:doi,unverified,unverified
22499061,,unverified,unverified
22503087,,unverified,unverified
22504978,,unverified,unverified
22512246,scihub:doi,unverified,unverified
22515346,,unverified,unverified
22521502,,unverified,unverified
22524916,,unverified,unverified
22526897,scihub:doi,unverified,unverified
22526933,,unverified,unverified
22538113,,unverified,unverified
22538975,,unverified,unverified
22539154,scihub:doi,unverified,unverified
22545010,,unverified,unverified
22574231,,unverified,unverified
22575264,,unverified,unverified
22580117,,unverified,unverified
22580120,scihub:doi,unverified,unverified
22580810,,unverified,unverified
22582048,scihub:doi,unverified,unverified
22584695,,unverified,unverified
22586533,,unverified,unverified
22592047,,unverified,unverified
22592048,,unverified,unverified
22592948,,unverified,unverified
22593452,,unverified,unverified
22595848,scihub:title,unverified,unverified
22618624,,unverified,unverified
22642876,,unverified,unverified
22646752,scihub:doi,unverified,unverified
22657404,,unverified,unverified
22684813,,unverified,unverified
22687195,,unverified,unverified
22695207,,unverified,unverified
22696029,,unverified,unverified
22700247,,unverified,unverified
22707111,,unverified,unverified
22709137,,unverified,unverified
22740208,,unverified,unverified
22744637,,unverified,unverified
22773935,scihub:doi,unverified,unverified
22774525,,unverified,unverified
22776889,,unverified,unverified
22777621,,unverified,unverified
22782364,,unverified,unverified
22782367,,unverified,unverified
22783440,,unverified,unverified
22798154,scihub:title,unverified,unverified
22800740,,unverified,unverified
22808607,,unverified,unverified
22818280,scihub:doi,unverified,unverified
22820704,scihub:title,unverified,unverified
22830003,,unverified,unverified
22841019,scihub:title,unverified,unverified
22842363,,unverified,unverified
22850124,,unverified,unverified
22853868,,unverified,unverified
22864760,scihub:doi,unverified,unverified
22867889,,unverified,unverified
22873767,,unverified,unverified
22874603,scihub:doi,unverified,unverified
22874604,,unverified,unverified
22875223,,unverified,unverified
22875644,,unverified,unverified
22889325,,unverified,unverified
22892379,scihub:doi,unverified,unverified
22894449,,unverified,unverified
22902408,,unverified,unverified
22903298,,unverified,unverified
22903432,scihub:doi,unverified,unverified
22915424,,unverified,unverified
22919008,,unverified,unverified
22925598,,unverified,unverified
22933902,,unverified,unverified
22947271,scihub:doi,unverified,unverified
22948439,,unverified,unverified
22958479,scihub:doi,unverified,unverified
22958614,,unverified,unverified
22966308,scihub:doi,unverified,unverified
22968054,scihub:doi,unverified,unverified
22970381,scihub:doi,unverified,unverified
22986353,,unverified,unverified
22993703,scihub:title,unverified,unverified
22997398,,unverified,unverified
22998847,,unverified,unverified
23001160,,unverified,unverified
23006527,,unverified,unverified
23011550,scihub:doi,unverified,unverified
23017669,,unverified,unverified
23026928,scihub:doi,unverified,unverified
23027623,scihub:doi,unverified,unverified
23053320,scihub:title,unverified,unverified
23054849,,unverified,unverified
23055358,,unverified,unverified
23057495,scihub:doi,unverified,unverified
23060533,,unverified,unverified
23081822,scihub:doi,unverified,unverified
23089477,scihub:doi,unverified,unverified
23104550,scihub:doi,unverified,unverified
23109696,scihub:doi,unverified,unverified
23111399,,unverified,unverified
23113591,scihub:doi,unverified,unverified
23116418,scihub:doi,unverified,unverified
23116582,,unverified,unverified
23122042,,unverified,unverified
23122748,,unverified,unverified
23129363,scihub:title,unverified,unverified
23129364,,unverified,unverified
23134220,scihub:title,unverified,unverified
23134833,,unverified,unverified
23139045,,unverified,unverified
23143592,scihub:title,unverified,unverified
23147996,scihub:doi,unverified,unverified
23152077,,unverified,unverified
23152299,,unverified,unverified
23154075,,unverified,unverified
23158058,,unverified,unverified
